i,t,s,R
0,4,156,0
0,4,157,0
0,4,158,0
0,4,159,0
0,4,160,0
0,4,161,0
0,4,162,0
0,4,163,0
0,4,164,0
0,4,165,0
0,4,166,0
0,4,167,0
0,4,168,0
0,4,169,0
0,4,170,0
0,4,171,0
0,4,172,0
0,4,173,0
0,4,174,0
0,4,175,0
0,4,176,0
0,4,177,0
0,4,178,0
0,4,179,0
0,4,180,0
0,4,181,0
0,4,182,0
0,4,183,0
0,4,184,0
0,4,185,0
0,4,186,0
0,4,187,0
0,4,188,0
0,4,189,0
0,4,190,0
0,4,191,0
0,4,192,0
0,4,193,0
0,4,194,0
0,4,195,0
0,4,196,0
0,4,197,0
0,4,198,0
0,4,199,0
0,5,0,0
0,5,1,0
0,5,2,0
0,5,3,0
0,5,4,0
0,5,5,0
0,5,6,0
0,5,7,0
0,5,8,0
0,5,9,0
0,5,10,0
0,5,11,0
0,5,12,0
0,5,13,0
0,5,14,0
0,5,15,0
0,5,16,0
0,5,17,0
0,5,18,0
0,5,19,0
0,5,20,0
0,5,21,0
0,5,22,0
0,5,23,0
0,5,24,0
0,5,25,0
0,5,26,0
0,5,27,0
0,5,28,0
0,5,29,0
0,5,30,0
0,5,31,0
0,5,32,0
0,5,33,0
0,5,34,0
0,5,35,0
0,5,36,0
0,5,37,0
0,5,38,0
0,5,39,0
0,5,40,0
0,5,41,0
0,5,42,0
0,5,43,0
0,5,44,0
0,5,45,0
0,5,46,0
0,5,47,0
0,5,48,0
0,5,49,0
0,5,50,0
0,5,51,0
0,5,52,0
0,5,53,0
0,5,54,0
0,5,55,0
0,5,56,0
0,5,57,0
0,5,58,0
0,5,59,0
0,5,60,0
0,5,61,0
0,5,62,0
0,5,63,0
0,5,64,0
0,5,65,0
0,5,66,0
0,5,67,0
0,5,68,0
0,5,69,0
0,5,70,0
0,5,71,0
0,5,72,0
0,5,73,0
0,5,74,0
0,5,75,0
0,5,76,0
0,5,77,0
0,5,78,0
0,5,79,0
0,5,80,0
0,5,81,0
0,5,82,0
0,5,83,0
0,5,84,0
0,5,85,0
0,5,86,0
0,5,87,0
0,5,88,0
0,5,89,0
0,5,90,0
0,5,91,0
0,5,92,0
0,5,93,0
0,5,94,0
0,5,95,0
0,5,96,0
0,5,97,0
0,5,98,0
0,5,99,0
0,5,100,0
0,5,101,0
0,5,102,0
0,5,103,0
0,5,104,0
0,5,105,0
0,5,106,0
0,5,107,0
0,5,108,0
0,5,109,0
0,5,110,0
0,5,111,0
0,5,112,0
0,5,113,0
0,5,114,0
0,5,115,0
0,5,116,0
0,5,117,0
0,5,118,0
0,5,119,0
0,5,120,0
0,5,121,0
0,5,122,0
0,5,123,0
0,5,124,0
0,5,125,0
0,5,126,0
0,5,127,0
0,5,128,0
0,5,129,0
0,5,130,0
0,5,131,0
0,5,132,0
0,5,133,0
0,5,134,0
0,5,135,0
0,5,136,0
0,5,137,0
0,5,138,0
0,5,139,0
0,5,140,0
0,5,141,0
0,5,142,0
0,5,143,0
0,5,144,0
0,5,145,0
0,5,146,0
0,5,147,0
0,5,148,0
0,5,149,0
0,5,150,0
0,5,151,0
0,5,152,0
0,5,153,0
0,5,154,0
0,5,155,0
0,5,156,0
0,5,157,0
0,5,158,0
0,5,159,0
0,5,160,0
0,5,161,0
0,5,162,0
0,5,163,0
0,5,164,0
0,5,165,0
0,5,166,0
0,5,167,0
0,5,168,0
0,5,169,0
0,5,170,0
0,5,171,0
0,5,172,0
0,5,173,0
0,5,174,0
0,5,175,0
0,5,176,0
0,5,177,0
0,5,178,0
0,5,179,0
0,5,180,0
0,5,181,0
0,5,182,0
0,5,183,0
0,5,184,0
0,5,185,0
0,5,186,0
0,5,187,0
0,5,188,0
0,5,189,0
0,5,190,0
0,5,191,0
0,5,192,0
0,5,193,0
0,5,194,0
0,5,195,0
0,5,196,0
0,5,197,0
0,5,198,0
0,5,199,0
0,6,0,0
0,6,1,0
0,6,2,0
0,6,3,0
0,6,4,0
0,6,5,0
0,6,6,0
0,6,7,0
0,6,8,0
0,6,9,0
0,6,10,0
0,6,11,0
0,6,12,0
0,6,13,0
0,6,14,0
0,6,15,0
0,6,16,0
0,6,17,0
0,6,18,0
0,6,19,0
0,6,20,0
0,6,21,0
0,6,22,0
0,6,23,0
0,6,24,0
0,6,25,0
0,6,26,0
0,6,27,0
0,6,28,0
0,6,29,0
0,6,30,0
0,6,31,0
0,6,32,0
0,6,33,0
0,6,34,0
0,6,35,0
0,6,36,0
0,6,37,0
0,6,38,0
0,6,39,0
0,6,40,0
0,6,41,0
0,6,42,0
0,6,43,0
0,6,44,0
0,6,45,0
0,6,46,0
0,6,47,0
0,6,48,0
0,6,49,0
0,6,50,0
0,6,51,0
0,6,52,0
0,6,53,0
0,6,54,0
0,6,55,0
0,6,56,0
0,6,57,0
0,6,58,0
0,6,59,0
0,6,60,0
0,6,61,0
0,6,62,0
0,6,63,0
0,6,64,0
0,6,65,0
0,6,66,0
0,6,67,0
0,6,68,0
0,6,69,0
0,6,70,0
0,6,71,0
0,6,72,0
0,6,73,0
0,6,74,0
0,6,75,0
0,6,76,0
0,6,77,0
0,6,78,0
0,6,79,0
0,6,80,0
0,6,81,0
0,6,82,0
0,6,83,0
0,6,84,0
0,6,85,0
0,6,86,0
0,6,87,0
0,6,88,0
0,6,89,0
0,6,90,0
0,6,91,0
0,6,92,0
0,6,93,0
0,6,94,0
0,6,95,0
0,6,96,0
0,6,97,0
0,6,98,0
0,6,99,0
0,6,100,0
0,6,101,0
0,6,102,0
0,6,103,0
0,6,104,0
0,6,105,0
0,6,106,0
0,6,107,0
0,6,108,0
0,6,109,0
0,6,110,0
0,6,111,0
0,6,112,0
0,6,113,0
0,6,114,0
0,6,115,0
0,6,116,0
0,6,117,0
0,6,118,0
0,6,119,0
0,6,120,0
0,6,121,0
0,6,122,0
0,6,123,0
0,6,124,0
0,6,125,0
0,6,126,0
0,6,127,0
0,6,128,0
0,6,129,0
0,6,130,0
0,6,131,0
0,6,132,0
0,6,133,0
0,6,134,0
0,6,135,0
0,6,136,0
0,6,137,0
0,6,138,0
0,6,139,0
0,6,140,0
0,6,141,0
0,6,142,0
0,6,143,0
0,6,144,0
0,6,145,0
0,6,146,0
0,6,147,0
0,6,148,0
0,6,149,0
0,6,150,0
0,6,151,0
0,6,152,0
0,6,153,0
0,6,154,0
0,6,155,0
0,6,156,0
0,6,157,0
0,6,158,0
0,6,159,0
0,6,160,0
0,6,161,0
0,6,162,0
0,6,163,0
0,6,164,0
0,6,165,0
0,6,166,0
0,6,167,0
0,6,168,0
0,6,169,0
0,6,170,0
0,6,171,0
0,6,172,0
0,6,173,0
0,6,174,0
0,6,175,0
0,6,176,0
0,6,177,0
0,6,178,0
0,6,179,0
0,6,180,0
0,6,181,0
0,6,182,0
0,6,183,0
0,6,184,0
0,6,185,0
0,6,186,0
0,6,187,0
0,6,188,0
0,6,189,0
0,6,190,0
0,6,191,0
0,6,192,0
0,6,193,0
0,6,194,0
0,6,195,0
0,6,196,0
0,6,197,0
0,6,198,0
0,6,199,0
0,7,0,0
0,7,1,0
0,7,2,0
0,7,3,0
0,7,4,0
0,7,5,0
0,7,6,0
0,7,7,0
0,7,8,0
0,7,9,0
0,7,10,0
0,7,11,0
0,7,12,0
0,7,13,0
0,7,14,0
0,7,15,0
0,7,16,0
0,7,17,0
0,7,18,0
0,7,19,0
0,7,20,0
0,7,21,0
0,7,22,0
0,7,23,0
0,7,24,0
0,7,25,0
0,7,26,0
0,7,27,0
0,7,28,0
0,7,29,0
0,7,30,0
0,7,31,0
0,7,32,0
0,7,33,0
0,7,34,0
0,7,35,0
0,7,36,0
0,7,37,0
0,7,38,0
0,7,39,0
0,7,40,0
0,7,41,0
0,7,42,0
0,7,43,0
0,7,44,0
0,7,45,0
0,7,46,0
0,7,47,0
0,7,48,0
0,7,49,0
0,7,50,0
0,7,51,0
0,7,52,0
0,7,53,0
0,7,54,0
0,7,55,0
0,7,56,0
0,7,57,0
0,7,58,0
0,7,59,0
0,7,60,0
0,7,61,0
0,7,62,0
0,7,63,0
0,7,64,0
0,7,65,0
0,7,66,0
0,7,67,0
0,7,68,0
0,7,69,0
0,7,70,0
0,7,71,0
0,7,72,0
0,7,73,0
0,7,74,0
0,7,75,0
0,7,76,0
0,7,77,0
0,7,78,0
0,7,79,0
0,7,80,0
0,7,81,0
0,7,82,0
0,7,83,0
0,7,84,0
0,7,85,0
0,7,86,0
0,7,87,0
0,7,88,0
0,7,89,0
0,7,90,0
0,7,91,0
0,7,92,0
0,7,93,0
0,7,94,0
0,7,95,0
0,7,96,0
0,7,97,0
0,7,98,0
0,7,99,0
0,7,100,0
0,7,101,0
0,7,102,0
0,7,103,0
0,7,104,0
0,7,105,0
0,7,106,0
0,7,107,0
0,7,108,0
0,7,109,0
0,7,110,0
0,7,111,0
0,7,112,0
0,7,113,0
0,7,114,0
0,7,115,0
0,7,116,0
0,7,117,0
0,7,118,0
0,7,119,0
0,7,120,0
0,7,121,0
0,7,122,0
0,7,123,0
0,7,124,0
0,7,125,0
0,7,126,0
0,7,127,0
0,7,128,0
0,7,129,0
0,7,130,0
0,7,131,0
0,7,132,0
0,7,133,0
0,7,134,0
0,7,135,0
0,7,136,0
0,7,137,0
0,7,138,0
0,7,139,0
0,7,140,0
0,7,141,0
0,7,142,0
0,7,143,0
0,7,144,0
0,7,145,0
0,7,146,0
0,7,147,0
0,7,148,0
0,7,149,0
0,7,150,0
0,7,151,0
0,7,152,0
0,7,153,0
0,7,154,0
0,7,155,0
0,7,156,0
0,7,157,0
0,7,158,0
0,7,159,0
0,7,160,0
0,7,161,0
0,7,162,0
0,7,163,0
0,7,164,0
0,7,165,0
0,7,166,0
0,7,167,0
0,7,168,0
0,7,169,0
0,7,170,0
0,7,171,0
0,7,172,0
0,7,173,0
0,7,174,0
0,7,175,0
0,7,176,0
0,7,177,0
0,7,178,0
0,7,179,0
0,7,180,0
0,7,181,0
0,7,182,0
0,7,183,0
0,7,184,0
0,7,185,0
0,7,186,0
0,7,187,0
0,7,188,0
0,7,189,0
0,7,190,0
0,7,191,0
0,7,192,0
0,7,193,0
0,7,194,0
0,7,195,0
0,7,196,0
0,7,197,0
0,7,198,0
0,7,199,0
0,8,0,4
0,8,1,17
0,8,2,22
0,8,3,27
0,8,4,9
0,8,5,28
0,8,6,14
0,8,7,29
0,8,8,4
0,8,9,6
0,8,10,31
0,8,11,21
0,8,12,15
0,8,13,8
0,8,14,22
0,8,15,5
0,8,16,12
0,8,17,13
0,8,18,21
0,8,19,22
0,8,20,27
0,8,21,30
0,8,22,22
0,8,23,20
0,8,24,15
0,8,25,31
0,8,26,8
0,8,27,29
0,8,28,12
0,8,29,19
0,8,30,23
0,8,31,10
0,8,32,8
0,8,33,18
0,8,34,26
0,8,35,23
0,8,36,7
0,8,37,29
0,8,38,17
0,8,39,30
0,8,40,19
0,8,41,6
0,8,42,9
0,8,43,28
0,8,44,23
0,8,45,29
0,8,46,13
0,8,47,18
0,8,48,22
0,8,49,20
0,8,50,10
0,8,51,16
0,8,52,11
0,8,53,27
0,8,54,31
0,8,55,5
0,8,56,24
0,8,57,13
0,8,58,21
0,8,59,11
0,8,60,22
0,8,61,14
0,8,62,12
0,8,63,29
0,8,64,30
0,8,65,21
0,8,66,10
0,8,67,30
0,8,68,25
0,8,69,25
0,8,70,9
0,8,71,27
0,8,72,10
0,8,73,21
0,8,74,24
0,8,75,24
0,8,76,15
0,8,77,25
0,8,78,29
0,8,79,20
0,8,80,6
0,8,81,7
0,8,82,6
0,8,83,8
0,8,84,7
0,8,85,25
0,8,86,5
0,8,87,10
0,8,88,28
0,8,89,31
0,8,90,21
0,8,91,31
0,8,92,5
0,8,93,30
0,8,94,12
0,8,95,26
0,8,96,26
0,8,97,28
0,8,98,16
0,8,99,30
0,8,100,11
0,8,101,30
0,8,102,21
0,8,103,31
0,8,104,4
0,8,105,24
0,8,106,19
0,8,107,17
0,8,108,11
0,8,109,13
0,8,110,11
0,8,111,10
0,8,112,26
0,8,113,18
0,8,114,6
0,8,115,25
0,8,116,19
0,8,117,24
0,8,118,18
0,8,119,15
0,8,120,31
0,8,121,4
0,8,122,30
0,8,123,30
0,8,124,15
0,8,125,10
0,8,126,21
0,8,127,9
0,8,128,26
0,8,129,11
0,8,130,12
0,8,131,29
0,8,132,29
0,8,133,19
0,8,134,28
0,8,135,13
0,8,136,32
0,8,137,16
0,8,138,12
0,8,139,5
0,8,140,31
0,8,141,17
0,8,142,24
0,8,143,22
0,8,144,24
0,8,145,5
0,8,146,29
0,8,147,30
