"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"07/18/2022 00:15:12","O H",61846,51.18,-1.10,0.00
"07/18/2022 00:15:12","PJM",61847,55.37,2.66,-0.43
"07/18/2022 00:15:12","WEST",61752,52.28,0.00,0.00
"07/18/2022 00:16:36","CAPITL",61757,50.57,4.95,10.63
"07/18/2022 00:16:36","CENTRL",61754,57.20,0.96,0.00
"07/18/2022 00:16:36","DUNWOD",61760,72.72,5.85,-10.63
"07/18/2022 00:16:36","GENESE",61753,56.65,0.40,0.00
"07/18/2022 00:16:36","H Q",61844,54.56,-1.69,0.00
"07/18/2022 00:16:36","HUD VL",61758,69.30,4.95,-8.10
"07/18/2022 00:16:36","LONGIL",61762,108.49,7.09,-45.15
"07/18/2022 00:16:36","MHK VL",61756,58.27,2.02,0.00
"07/18/2022 00:16:36","MILLWD",61759,72.23,5.57,-10.41
"07/18/2022 00:16:36","N.Y.C.",61761,73.29,6.41,-10.63
"07/18/2022 00:16:36","NORTH",61755,54.51,-1.74,0.00
"07/18/2022 00:16:36","NPX",61845,8.07,3.77,51.95
"07/18/2022 00:16:36","O H",61846,54.96,-1.29,0.00
"07/18/2022 00:16:36","PJM",61847,64.68,2.81,-5.62
"07/18/2022 00:16:36","WEST",61752,56.14,-0.11,0.00
"07/18/2022 00:20:00","CAPITL",61757,54.99,4.42,0.79
"07/18/2022 00:20:00","CENTRL",61754,52.24,0.87,0.00
"07/18/2022 00:20:00","DUNWOD",61760,57.65,5.50,-0.79
"07/18/2022 00:20:00","GENESE",61753,51.73,0.36,0.00
"07/18/2022 00:20:00","H Q",61844,49.83,-1.54,0.00
"07/18/2022 00:20:00","HUD VL",61758,56.59,4.62,-0.60
"07/18/2022 00:20:00","LONGIL",61762,108.36,6.58,-50.41
"07/18/2022 00:20:00","MHK VL",61756,53.21,1.85,0.00
"07/18/2022 00:20:00","MILLWD",61759,57.33,5.19,-0.77
"07/18/2022 00:20:00","N.Y.C.",61761,58.16,6.01,-0.79
"07/18/2022 00:20:00","NORTH",61755,49.72,-1.65,0.00
"07/18/2022 00:20:00","NPX",61845,50.95,3.44,3.86
"07/18/2022 00:20:00","O H",61846,50.24,-1.13,0.00
"07/18/2022 00:20:00","PJM",61847,54.40,2.62,-0.42
"07/18/2022 00:20:00","WEST",61752,51.32,-0.05,0.00
"07/18/2022 00:25:00","CAPITL",61757,54.99,4.42,0.79
"07/18/2022 00:25:00","CENTRL",61754,52.24,0.87,0.00
"07/18/2022 00:25:00","DUNWOD",61760,57.65,5.50,-0.79
"07/18/2022 00:25:00","GENESE",61753,51.73,0.36,0.00
"07/18/2022 00:25:00","H Q",61844,49.83,-1.54,0.00
"07/18/2022 00:25:00","HUD VL",61758,56.59,4.62,-0.60
"07/18/2022 00:25:00","LONGIL",61762,108.36,6.58,-50.41
"07/18/2022 00:25:00","MHK VL",61756,53.21,1.85,0.00
"07/18/2022 00:25:00","MILLWD",61759,57.33,5.19,-0.77
"07/18/2022 00:25:00","N.Y.C.",61761,58.16,6.01,-0.79
"07/18/2022 00:25:00","NORTH",61755,49.72,-1.65,0.00
"07/18/2022 00:25:00","NPX",61845,50.95,3.44,3.86
"07/18/2022 00:25:00","O H",61846,50.24,-1.13,0.00
"07/18/2022 00:25:00","PJM",61847,54.40,2.62,-0.42
"07/18/2022 00:25:00","WEST",61752,51.32,-0.05,0.00
"07/18/2022 00:30:00","CAPITL",61757,54.39,4.41,0.70
"07/18/2022 00:30:00","CENTRL",61754,51.49,0.81,0.00
"07/18/2022 00:30:00","DUNWOD",61760,56.80,5.43,-0.70
"07/18/2022 00:30:00","GENESE",61753,50.93,0.25,0.00
"07/18/2022 00:30:00","H Q",61844,49.16,-1.52,0.00
"07/18/2022 00:30:00","HUD VL",61758,55.77,4.56,-0.53
"07/18/2022 00:30:00","LONGIL",61762,108.40,6.54,-51.18
"07/18/2022 00:30:00","MHK VL",61756,52.50,1.82,0.00
"07/18/2022 00:30:00","MILLWD",61759,56.48,5.12,-0.68
"07/18/2022 00:30:00","N.Y.C.",61761,57.35,5.98,-0.70
"07/18/2022 00:30:00","NORTH",61755,49.01,-1.67,0.00
"07/18/2022 00:30:00","NPX",61845,50.71,3.45,3.41
"07/18/2022 00:30:00","O H",61846,49.46,-1.22,0.00
"07/18/2022 00:30:00","PJM",61847,53.63,2.58,-0.37
"07/18/2022 00:30:00","WEST",61752,50.48,-0.20,0.00
"07/18/2022 00:35:00","CAPITL",61757,56.33,4.63,0.89
"07/18/2022 00:35:00","CENTRL",61754,53.59,1.00,0.00
"07/18/2022 00:35:00","DUNWOD",61760,59.00,5.52,-0.89
"07/18/2022 00:35:00","GENESE",61753,53.01,0.42,0.00
"07/18/2022 00:35:00","H Q",61844,50.96,-1.63,0.00
"07/18/2022 00:35:00","HUD VL",61758,57.95,4.68,-0.68
"07/18/2022 00:35:00","LONGIL",61762,102.91,6.68,-43.64
"07/18/2022 00:35:00","MHK VL",61756,54.48,1.89,0.00
"07/18/2022 00:35:00","MILLWD",61759,58.67,5.21,-0.87
"07/18/2022 00:35:00","N.Y.C.",61761,59.47,5.99,-0.89
"07/18/2022 00:35:00","NORTH",61755,50.80,-1.79,0.00
"07/18/2022 00:35:00","NPX",61845,51.86,3.63,4.35
"07/18/2022 00:35:00","O H",61846,51.54,-1.05,0.00
"07/18/2022 00:35:00","PJM",61847,55.79,2.73,-0.47
"07/18/2022 00:35:00","WEST",61752,52.64,0.05,0.00
"07/18/2022 00:40:00","CAPITL",61757,56.17,4.62,0.92
"07/18/2022 00:40:00","CENTRL",61754,53.41,0.95,0.00
"07/18/2022 00:40:00","DUNWOD",61760,58.94,5.56,-0.92
"07/18/2022 00:40:00","GENESE",61753,52.89,0.42,0.00
"07/18/2022 00:40:00","H Q",61844,50.84,-1.63,0.00
"07/18/2022 00:40:00","HUD VL",61758,57.83,4.67,-0.70
"07/18/2022 00:40:00","LONGIL",61762,90.53,6.72,-31.35
"07/18/2022 00:40:00","MHK VL",61756,54.35,1.89,0.00
"07/18/2022 00:40:00","MILLWD",61759,58.61,5.25,-0.90
"07/18/2022 00:40:00","N.Y.C.",61761,59.47,6.08,-0.92
"07/18/2022 00:40:00","NORTH",61755,50.68,-1.78,0.00
"07/18/2022 00:40:00","NPX",61845,51.61,3.62,4.47
"07/18/2022 00:40:00","O H",61846,51.42,-1.05,0.00
"07/18/2022 00:40:00","PJM",61847,55.68,2.73,-0.48
"07/18/2022 00:40:00","WEST",61752,52.57,0.11,0.00
"07/18/2022 00:45:00","CAPITL",61757,56.38,4.67,0.81
"07/18/2022 00:45:00","CENTRL",61754,53.46,0.95,0.00
"07/18/2022 00:45:00","DUNWOD",61760,58.95,5.62,-0.81
"07/18/2022 00:45:00","GENESE",61753,52.93,0.42,0.00
"07/18/2022 00:45:00","H Q",61844,50.89,-1.63,0.00
"07/18/2022 00:45:00","HUD VL",61758,57.86,4.73,-0.62
"07/18/2022 00:45:00","LONGIL",61762,90.54,6.78,-31.24
"07/18/2022 00:45:00","MHK VL",61756,54.40,1.89,0.00
"07/18/2022 00:45:00","MILLWD",61759,58.61,5.30,-0.79
"07/18/2022 00:45:00","N.Y.C.",61761,59.47,6.14,-0.81
"07/18/2022 00:45:00","NORTH",61755,50.73,-1.79,0.00
"07/18/2022 00:45:00","NPX",61845,52.18,3.62,3.96
"07/18/2022 00:45:00","O H",61846,51.52,-1.00,0.00
"07/18/2022 00:45:00","PJM",61847,55.78,2.83,-0.43
"07/18/2022 00:45:00","WEST",61752,52.62,0.11,0.00
"07/18/2022 00:50:00","CAPITL",61757,57.26,4.75,0.91
"07/18/2022 00:50:00","CENTRL",61754,54.55,1.12,0.00
"07/18/2022 00:50:00","DUNWOD",61760,60.00,5.66,-0.91
"07/18/2022 00:50:00","GENESE",61753,53.96,0.53,0.00
"07/18/2022 00:50:00","H Q",61844,51.71,-1.71,0.00
"07/18/2022 00:50:00","HUD VL",61758,58.87,4.75,-0.70
"07/18/2022 00:50:00","LONGIL",61762,90.55,6.84,-30.28
"07/18/2022 00:50:00","MHK VL",61756,55.35,1.92,0.00
"07/18/2022 00:50:00","MILLWD",61759,59.66,5.34,-0.89
"07/18/2022 00:50:00","N.Y.C.",61761,60.53,6.19,-0.91
"07/18/2022 00:50:00","NORTH",61755,51.55,-1.87,0.00
"07/18/2022 00:50:00","NPX",61845,52.64,3.68,4.47
"07/18/2022 00:50:00","O H",61846,52.52,-0.91,0.00
"07/18/2022 00:50:00","PJM",61847,56.90,2.99,-0.48
"07/18/2022 00:50:00","WEST",61752,53.69,0.27,0.00
"07/18/2022 00:55:00","CAPITL",61757,85.34,3.58,-41.04
"07/18/2022 00:55:00","CENTRL",61754,41.53,0.81,0.00
"07/18/2022 00:55:00","DUNWOD",61760,58.95,4.27,-13.96
"07/18/2022 00:55:00","GENESE",61753,40.96,0.25,0.00
"07/18/2022 00:55:00","H Q",61844,39.45,-1.26,0.00
"07/18/2022 00:55:00","HUD VL",61758,58.15,3.62,-13.81
"07/18/2022 00:55:00","LONGIL",61762,90.29,5.17,-44.41
"07/18/2022 00:55:00","MHK VL",61756,42.18,1.46,0.00
"07/18/2022 00:55:00","MILLWD",61759,58.81,4.07,-14.02
"07/18/2022 00:55:00","N.Y.C.",61761,59.41,4.72,-13.97
"07/18/2022 00:55:00","NORTH",61755,36.61,-1.38,2.72
"07/18/2022 00:55:00","NPX",61845,63.29,2.77,-19.81
"07/18/2022 00:55:00","O H",61846,41.53,-0.90,-1.71
"07/18/2022 00:55:00","PJM",61847,51.32,2.20,-8.40
"07/18/2022 00:55:00","WEST",61752,42.55,-0.04,-1.88
"07/18/2022 01:00:00","CAPITL",61757,194.51,5.08,-132.34
"07/18/2022 01:00:00","CENTRL",61754,58.00,0.91,0.00
"07/18/2022 01:00:00","DUNWOD",61760,112.77,5.76,-49.91
"07/18/2022 01:00:00","GENESE",61753,57.38,0.29,0.00
"07/18/2022 01:00:00","H Q",61844,55.32,-1.77,0.00
"07/18/2022 01:00:00","HUD VL",61758,110.53,4.91,-48.53
"07/18/2022 01:00:00","LONGIL",61762,114.01,6.96,-49.96
"07/18/2022 01:00:00","MHK VL",61756,59.09,2.00,0.00
"07/18/2022 01:00:00","MILLWD",61759,112.61,5.48,-50.04
"07/18/2022 01:00:00","N.Y.C.",61761,113.20,6.17,-49.95
"07/18/2022 01:00:00","NORTH",61755,46.14,-1.94,9.01
"07/18/2022 01:00:00","NPX",61845,108.70,3.83,-47.79
"07/18/2022 01:00:00","O H",61846,61.43,-1.31,-5.65
"07/18/2022 01:00:00","PJM",61847,89.61,2.74,-29.78
"07/18/2022 01:00:00","WEST",61752,63.02,-0.28,-6.21
"07/18/2022 01:05:00","CAPITL",61757,127.23,3.28,-86.26
"07/18/2022 01:05:00","CENTRL",61754,38.41,0.71,0.00
"07/18/2022 01:05:00","DUNWOD",61760,71.31,3.70,-29.92
"07/18/2022 01:05:00","GENESE",61753,37.99,0.30,0.00
"07/18/2022 01:05:00","H Q",61844,36.52,-1.17,0.00
"07/18/2022 01:05:00","HUD VL",61758,70.35,3.17,-29.49
"07/18/2022 01:05:00","LONGIL",61762,109.64,4.56,-67.38
"07/18/2022 01:05:00","MHK VL",61756,39.05,1.35,0.00
"07/18/2022 01:05:00","MILLWD",61759,71.24,3.51,-30.04
"07/18/2022 01:05:00","N.Y.C.",61761,71.67,4.04,-29.94
"07/18/2022 01:05:00","NORTH",61755,30.67,-1.28,5.74
"07/18/2022 01:05:00","NPX",61845,79.88,2.45,-39.74
"07/18/2022 01:05:00","O H",61846,40.58,-0.72,-3.60
"07/18/2022 01:05:00","PJM",61847,57.48,1.81,-17.98
"07/18/2022 01:05:00","WEST",61752,41.65,0.00,-3.96
"07/18/2022 01:10:00","CAPITL",61757,107.67,3.71,-61.35
"07/18/2022 01:10:00","CENTRL",61754,43.26,0.64,0.00
"07/18/2022 01:10:00","DUNWOD",61760,68.70,4.35,-21.74
"07/18/2022 01:10:00","GENESE",61753,42.79,0.17,0.00
"07/18/2022 01:10:00","H Q",61844,41.30,-1.32,0.00
"07/18/2022 01:10:00","HUD VL",61758,67.67,3.71,-21.35
"07/18/2022 01:10:00","LONGIL",61762,115.91,5.28,-68.01
"07/18/2022 01:10:00","MHK VL",61756,44.15,1.53,0.00
"07/18/2022 01:10:00","MILLWD",61759,68.52,4.09,-21.81
"07/18/2022 01:10:00","N.Y.C.",61761,69.14,4.77,-21.75
"07/18/2022 01:10:00","NORTH",61755,37.05,-1.45,4.12
"07/18/2022 01:10:00","NPX",61845,72.51,2.81,-27.08
"07/18/2022 01:10:00","O H",61846,44.18,-1.02,-2.58
"07/18/2022 01:10:00","PJM",61847,57.62,1.96,-13.04
"07/18/2022 01:10:00","WEST",61752,45.16,-0.30,-2.84
"07/18/2022 01:15:00","CAPITL",61757,127.14,3.58,-82.44
"07/18/2022 01:15:00","CENTRL",61754,41.87,0.74,0.00
"07/18/2022 01:15:00","DUNWOD",61760,74.35,4.03,-29.18
"07/18/2022 01:15:00","GENESE",61753,41.30,0.17,0.00
"07/18/2022 01:15:00","H Q",61844,39.86,-1.28,0.00
"07/18/2022 01:15:00","HUD VL",61758,73.25,3.46,-28.67
"07/18/2022 01:15:00","LONGIL",61762,108.06,4.93,-61.99
"07/18/2022 01:15:00","MHK VL",61756,42.66,1.52,0.00
"07/18/2022 01:15:00","MILLWD",61759,74.24,3.83,-29.29
"07/18/2022 01:15:00","N.Y.C.",61761,74.78,4.44,-29.20
"07/18/2022 01:15:00","NORTH",61755,34.20,-1.40,5.53
"07/18/2022 01:15:00","NPX",61845,80.27,2.67,-36.46
"07/18/2022 01:15:00","O H",61846,43.62,-0.99,-3.47
"07/18/2022 01:15:00","PJM",61847,60.58,1.93,-17.51
"07/18/2022 01:15:00","WEST",61752,44.70,-0.25,-3.81
"07/18/2022 01:20:00","CAPITL",61757,195.26,2.99,-157.86
"07/18/2022 01:20:00","CENTRL",61754,35.03,0.62,0.00
"07/18/2022 01:20:00","DUNWOD",61760,93.21,3.30,-55.50
"07/18/2022 01:20:00","GENESE",61753,34.68,0.27,0.00
"07/18/2022 01:20:00","H Q",61844,33.34,-1.07,0.00
"07/18/2022 01:20:00","HUD VL",61758,91.80,2.82,-54.57
"07/18/2022 01:20:00","LONGIL",61762,107.99,4.09,-69.49
"07/18/2022 01:20:00","MHK VL",61756,35.64,1.24,0.00
"07/18/2022 01:20:00","MILLWD",61759,93.23,3.13,-55.70
"07/18/2022 01:20:00","N.Y.C.",61761,93.55,3.61,-55.53
"07/18/2022 01:20:00","NORTH",61755,22.66,-1.17,10.58
"07/18/2022 01:20:00","NPX",61845,107.76,2.24,-71.11
"07/18/2022 01:20:00","O H",61846,40.42,-0.62,-6.63
"07/18/2022 01:20:00","PJM",61847,69.31,1.58,-33.32
"07/18/2022 01:20:00","WEST",61752,41.70,0.00,-7.29
"07/18/2022 01:25:00","CAPITL",61757,209.62,2.44,-178.85
"07/18/2022 01:25:00","CENTRL",61754,28.76,0.43,0.00
"07/18/2022 01:25:00","DUNWOD",61760,93.20,2.66,-62.21
"07/18/2022 01:25:00","GENESE",61753,28.53,0.20,0.00
"07/18/2022 01:25:00","H Q",61844,27.48,-0.85,0.00
"07/18/2022 01:25:00","HUD VL",61758,91.88,2.27,-61.28
"07/18/2022 01:25:00","LONGIL",61762,107.87,3.28,-76.26
"07/18/2022 01:25:00","MHK VL",61756,29.32,0.99,0.00
"07/18/2022 01:25:00","MILLWD",61759,93.29,2.52,-62.44
"07/18/2022 01:25:00","N.Y.C.",61761,93.44,2.86,-62.25
"07/18/2022 01:25:00","NORTH",61755,15.47,-0.91,11.95
"07/18/2022 01:25:00","NPX",61845,112.92,1.81,-82.77
"07/18/2022 01:25:00","O H",61846,35.29,-0.54,-7.49
"07/18/2022 01:25:00","PJM",61847,66.91,1.19,-37.39
"07/18/2022 01:25:00","WEST",61752,36.51,-0.06,-8.24
"07/18/2022 01:29:36","CAPITL",61757,119.57,3.26,-78.42
"07/18/2022 01:29:36","CENTRL",61754,38.61,0.72,0.00
"07/18/2022 01:29:36","DUNWOD",61760,68.73,3.60,-27.23
"07/18/2022 01:29:36","GENESE",61753,38.19,0.30,0.00
"07/18/2022 01:29:36","H Q",61844,36.72,-1.17,0.00
"07/18/2022 01:29:36","HUD VL",61758,67.79,3.07,-26.83
"07/18/2022 01:29:36","LONGIL",61762,108.05,4.47,-65.68
"07/18/2022 01:29:36","MHK VL",61756,39.25,1.36,0.00
"07/18/2022 01:29:36","MILLWD",61759,68.64,3.41,-27.34
"07/18/2022 01:29:36","N.Y.C.",61761,69.05,3.90,-27.25
"07/18/2022 01:29:36","NORTH",61755,31.37,-1.29,5.24
"07/18/2022 01:29:36","NPX",61845,76.75,2.43,-36.43
"07/18/2022 01:29:36","O H",61846,40.53,-0.64,-3.28
"07/18/2022 01:29:36","PJM",61847,56.01,1.74,-16.37
"07/18/2022 01:29:36","WEST",61752,41.54,0.04,-3.61
"07/18/2022 01:30:00","CAPITL",61757,120.40,5.96,-45.87
"07/18/2022 01:30:00","CENTRL",61754,69.66,1.09,0.00
"07/18/2022 01:30:00","DUNWOD",61760,95.81,6.72,-20.51
"07/18/2022 01:30:00","GENESE",61753,68.71,0.14,0.00
"07/18/2022 01:30:00","H Q",61844,66.51,-2.06,0.00
"07/18/2022 01:30:00","HUD VL",61758,93.72,5.69,-19.46
"07/18/2022 01:30:00","LONGIL",61762,108.44,8.22,-31.65
"07/18/2022 01:30:00","MHK VL",61756,71.03,2.46,0.00
"07/18/2022 01:30:00","MILLWD",61759,95.46,6.38,-20.51
"07/18/2022 01:30:00","N.Y.C.",61761,96.50,7.41,-20.53
"07/18/2022 01:30:00","NORTH",61755,63.02,-2.26,3.29
"07/18/2022 01:30:00","NPX",61845,79.25,4.45,-6.23
"07/18/2022 01:30:00","O H",61846,68.85,-1.78,-2.06
"07/18/2022 01:30:00","PJM",61847,83.74,3.09,-12.09
"07/18/2022 01:30:00","WEST",61752,70.29,-0.55,-2.27
"07/18/2022 01:31:06","CAPITL",61757,120.40,5.96,-45.87
"07/18/2022 01:31:06","CENTRL",61754,69.66,1.09,0.00
"07/18/2022 01:31:06","DUNWOD",61760,95.81,6.72,-20.51
"07/18/2022 01:31:06","GENESE",61753,68.71,0.14,0.00
"07/18/2022 01:31:06","H Q",61844,66.51,-2.06,0.00
"07/18/2022 01:31:06","HUD VL",61758,93.72,5.69,-19.46
"07/18/2022 01:31:06","LONGIL",61762,108.44,8.22,-31.65
"07/18/2022 01:31:06","MHK VL",61756,71.03,2.46,0.00
"07/18/2022 01:31:06","MILLWD",61759,95.46,6.38,-20.51
"07/18/2022 01:31:06","N.Y.C.",61761,96.50,7.41,-20.53
"07/18/2022 01:31:06","NORTH",61755,63.02,-2.26,3.29
"07/18/2022 01:31:06","NPX",61845,79.25,4.45,-6.23
"07/18/2022 01:31:06","O H",61846,68.85,-1.78,-2.06
"07/18/2022 01:31:06","PJM",61847,83.74,3.09,-12.09
"07/18/2022 01:31:06","WEST",61752,70.29,-0.55,-2.27
"07/18/2022 01:35:00","CAPITL",61757,144.12,4.83,-83.71
"07/18/2022 01:35:00","CENTRL",61754,56.46,0.89,0.00
"07/18/2022 01:35:00","DUNWOD",61760,93.32,5.56,-32.19
"07/18/2022 01:35:00","GENESE",61753,55.68,0.11,0.00
"07/18/2022 01:35:00","H Q",61844,53.91,-1.67,0.00
"07/18/2022 01:35:00","HUD VL",61758,91.50,4.72,-31.21
"07/18/2022 01:35:00","LONGIL",61762,108.25,6.78,-45.90
"07/18/2022 01:35:00","MHK VL",61756,57.57,2.00,0.00
"07/18/2022 01:35:00","MILLWD",61759,93.06,5.22,-32.26
"07/18/2022 01:35:00","N.Y.C.",61761,93.90,6.11,-32.22
"07/18/2022 01:35:00","NORTH",61755,47.94,-1.89,5.74
"07/18/2022 01:35:00","NPX",61845,87.85,3.67,-28.61
"07/18/2022 01:35:00","O H",61846,57.79,-1.39,-3.60
"07/18/2022 01:35:00","PJM",61847,77.37,2.61,-19.18
"07/18/2022 01:35:00","WEST",61752,59.20,-0.33,-3.96
"07/18/2022 01:40:00","CAPITL",61757,144.12,4.83,-83.71
"07/18/2022 01:40:00","CENTRL",61754,56.46,0.89,0.00
"07/18/2022 01:40:00","DUNWOD",61760,93.32,5.56,-32.19
"07/18/2022 01:40:00","GENESE",61753,55.68,0.11,0.00
"07/18/2022 01:40:00","H Q",61844,53.91,-1.67,0.00
"07/18/2022 01:40:00","HUD VL",61758,91.50,4.72,-31.21
"07/18/2022 01:40:00","LONGIL",61762,108.25,6.78,-45.90
"07/18/2022 01:40:00","MHK VL",61756,57.57,2.00,0.00
"07/18/2022 01:40:00","MILLWD",61759,93.06,5.22,-32.26
"07/18/2022 01:40:00","N.Y.C.",61761,93.90,6.11,-32.22
"07/18/2022 01:40:00","NORTH",61755,47.94,-1.89,5.74
"07/18/2022 01:40:00","NPX",61845,87.85,3.67,-28.61
"07/18/2022 01:40:00","O H",61846,57.79,-1.39,-3.60
"07/18/2022 01:40:00","PJM",61847,77.37,2.61,-19.18
"07/18/2022 01:40:00","WEST",61752,59.20,-0.33,-3.96
"07/18/2022 01:45:00","CAPITL",61757,232.35,3.02,-194.65
"07/18/2022 01:45:00","CENTRL",61754,35.21,0.52,0.00
"07/18/2022 01:45:00","DUNWOD",61760,107.21,3.50,-69.02
"07/18/2022 01:45:00","GENESE",61753,34.82,0.14,0.00
"07/18/2022 01:45:00","H Q",61844,33.61,-1.08,0.00
"07/18/2022 01:45:00","HUD VL",61758,105.44,2.98,-67.78
"07/18/2022 01:45:00","LONGIL",61762,108.00,4.23,-69.08
"07/18/2022 01:45:00","MHK VL",61756,35.90,1.21,0.00
"07/18/2022 01:45:00","MILLWD",61759,107.24,3.30,-69.26
"07/18/2022 01:45:00","N.Y.C.",61761,107.57,3.82,-69.07
"07/18/2022 01:45:00","NORTH",61755,20.40,-1.21,13.07
"07/18/2022 01:45:00","NPX",61845,122.75,2.32,-85.74
"07/18/2022 01:45:00","O H",61846,42.05,-0.83,-8.20
"07/18/2022 01:45:00","PJM",61847,77.69,1.60,-41.41
"07/18/2022 01:45:00","WEST",61752,43.45,-0.24,-9.01
"07/18/2022 01:50:00","CAPITL",61757,193.41,3.50,-149.19
"07/18/2022 01:50:00","CENTRL",61754,41.37,0.65,0.00
"07/18/2022 01:50:00","DUNWOD",61760,98.32,4.11,-53.49
"07/18/2022 01:50:00","GENESE",61753,40.84,0.12,0.00
"07/18/2022 01:50:00","H Q",61844,39.45,-1.26,0.00
"07/18/2022 01:50:00","HUD VL",61758,96.65,3.50,-52.43
"07/18/2022 01:50:00","LONGIL",61762,100.25,5.01,-54.53
"07/18/2022 01:50:00","MHK VL",61756,42.14,1.42,0.00
"07/18/2022 01:50:00","MILLWD",61759,98.25,3.87,-53.67
"07/18/2022 01:50:00","N.Y.C.",61761,98.72,4.48,-53.53
"07/18/2022 01:50:00","NORTH",61755,29.24,-1.43,10.05
"07/18/2022 01:50:00","NPX",61845,107.21,2.73,-63.77
"07/18/2022 01:50:00","O H",61846,46.04,-0.98,-6.30
"07/18/2022 01:50:00","PJM",61847,74.69,1.91,-32.06
"07/18/2022 01:50:00","WEST",61752,47.40,-0.24,-6.92
"07/18/2022 01:55:00","CAPITL",61757,194.09,2.98,-156.50
"07/18/2022 01:55:00","CENTRL",61754,35.16,0.55,0.00
"07/18/2022 01:55:00","DUNWOD",61760,93.17,3.43,-55.14
"07/18/2022 01:55:00","GENESE",61753,34.78,0.17,0.00
