t,s,P_RT
6,79,59.598262185995736
6,80,91.85928004583747
6,81,66.08577415724866
6,82,87.79313819508813
6,83,55.83231088590555
6,84,45.06725708323028
6,85,40.56426454983005
6,86,95.58013208706177
6,87,44.425605419918504
6,88,41.31482975432829
6,89,46.922082027815875
6,90,72.94967536077259
6,91,84.86457626745161
6,92,70.99086792993573
6,93,80.04088771456436
6,94,71.21248840545867
6,95,88.86350326445348
6,96,78.80619162799752
6,97,48.269318725872
6,98,59.6995658521495
6,99,106.63971908641516
7,0,84.7599145258588
7,1,105.20316268785758
7,2,60.07938317343496
7,3,105.05521614468915
7,4,107.03713195134785
7,5,58.98558868569784
7,6,128.78140506035106
7,7,79.90292061938891
7,8,75.5990478564093
7,9,105.24458501665791
7,10,126.89206361885238
7,11,119.56670809304788
7,12,94.88964937021198
7,13,49.528174153200446
7,14,88.08402461670607
7,15,100.137175840552
7,16,119.42228409505402
7,17,62.73621628503786
7,18,86.28316749154237
7,19,101.95608344590012
7,20,106.16236261684925
7,21,48.81452173910256
7,22,122.9334225159307
7,23,54.82734774845357
7,24,120.98535627112102
7,25,121.84728531194521
7,26,99.41111900701846
7,27,93.01525940246232
7,28,75.90961930129129
7,29,79.39899934577893
7,30,127.0119318915169
7,31,103.44401522899612
7,32,86.20458287896108
7,33,76.72507630881799
7,34,133.5845838226742
7,35,128.28197874648916
7,36,127.2332221020215
7,37,127.37723688767905
7,38,76.5479020719337
7,39,119.1788337107576
7,40,106.1771161435198
7,41,126.24092590861164
7,42,110.39368987916787
7,43,119.10432323548551
7,44,116.17001516389769
7,45,96.37018178250038
7,46,106.90750655518664
7,47,51.42904668328796
7,48,79.03962347928035
7,49,116.57099367828155
7,50,52.97703925805735
7,51,74.16572315071053
7,52,100.63042217634175
7,53,84.89204678640586
7,54,51.13677495357901
7,55,59.95649556905256
7,56,104.18295378432887
7,57,93.63968422351127
7,58,97.25252762625989
7,59,125.69278511498617
7,60,128.0278181721665
7,61,70.93702347285597
7,62,123.73965875889807
7,63,91.43225923497282
7,64,102.11632906719926
7,65,53.70421017154753
7,66,80.54784808711565
7,67,129.44002648721366
7,68,128.5889778592507
7,69,81.77855112330572
7,70,66.66914984035974
7,71,130.440869129357
7,72,89.48355493171421
7,73,129.34129310460125
7,74,47.82459974274985
7,75,97.76122503634309
7,76,69.86045312738526
7,77,45.02283167712249
7,78,88.30558599316913
7,79,129.39936398184
7,80,85.65859028470402
7,81,63.752562830083534
7,82,107.13069925606538
7,83,122.9165161397398
7,84,112.55402479499227
7,85,67.02261395281546
7,86,114.20638569875803
7,87,114.15890480954606
7,88,85.80203258337971
7,89,112.12395991926908
7,90,47.94044949473566
7,91,63.03648881860008
7,92,79.29211144493756
7,93,127.5080863997081
7,94,106.84421705943959
7,95,104.40985348380507
7,96,118.22051796513955
7,97,109.20667979777068
7,98,50.27388736562026
7,99,124.38785093528149
8,0,132.95538198622867
8,1,75.36025931370676
8,2,115.3012342142484
8,3,100.24850576475194
8,4,55.71623363723333
8,5,137.13530768040806
8,6,88.90692056760788
8,7,118.7533007701546
8,8,139.0907877408094
8,9,150.6692310376472
8,10,108.11324301245051
8,11,99.88624449756398
8,12,53.684969487505434
8,13,64.56424901232207
8,14,129.14591791988482
8,15,71.92939047034484
8,16,108.16848194050282
8,17,70.17629407536003
8,18,136.23666275305092
8,19,74.80478646810882
8,20,133.83338802187026
8,21,99.47556295460747
8,22,131.56164396579825
8,23,90.47144661704772
8,24,154.28397731686496
8,25,105.59986414732955
8,26,95.43262546151128
8,27,96.34997500679674
8,28,84.69676827990847
8,29,123.43400052190312
8,30,70.96210700688454
8,31,68.88644616558037
8,32,154.1518629370095
8,33,74.76356234576454
8,34,138.02050541983897
8,35,61.39679730068137
8,36,115.26708756411607
8,37,63.7666106877349
8,38,90.62043252367194
8,39,87.87092418707529
8,40,117.21011113741876
8,41,53.08310052777839
8,42,81.81436770739566
8,43,132.8458533986214
8,44,132.57737287476283
8,45,135.82462982237953
8,46,113.4119687477972
8,47,132.0938788822018
8,48,98.45102651187993
8,49,85.86685117017302
8,50,138.1468283247635
8,51,94.46293081536385
8,52,66.61485819928275
8,53,153.25858224741987
8,54,66.19899650089806
8,55,133.4211570883236
8,56,74.64360884697675
8,57,143.06291288872168
8,58,118.39022733769617
8,59,152.06366530510815
8,60,116.21612306862774
8,61,141.3510537331838
8,62,104.87390103072056
8,63,146.41121075257846
8,64,95.71311638691235
8,65,150.42803821333297
8,66,120.72882422174419
8,67,149.5952798027706
8,68,57.175098378430924
8,69,91.09268507110568
8,70,147.62174533051208
8,71,80.86466718533639
8,72,109.90608134211102
8,73,96.83935475095693
8,74,53.71126537355741
8,75,57.010238095998496
8,76,104.2901624945482
8,77,92.50362157354327
8,78,146.14664040125803
8,79,87.12077031124237
8,80,69.27537111446222
8,81,65.2701463361931
8,82,95.96416699957307
8,83,156.37454952394322
8,84,147.1754937247493
8,85,109.02828929024749
8,86,107.3698710333743
8,87,118.06420801802732
8,88,130.9231767887584
8,89,58.56315550607093
8,90,151.4606849363243
8,91,144.81870856571712
8,92,101.83468750938789
8,93,88.21163644804982
8,94,108.52273989422562
8,95,105.72264709099993
8,96,86.10802228718097
8,97,65.80154082297558
8,98,129.06082513605824
8,99,146.38974562089544
9,0,114.68492965746368
9,1,78.81609188259758
9,2,93.41925921970453
9,3,68.5886596928254
9,4,143.31242699522778
9,5,74.85534832001125
9,6,85.03995499339507
9,7,114.47804988813593
9,8,123.33146674652487
9,9,94.85818316553788
9,10,63.585223241350455
9,11,90.74496875187187
9,12,131.29349793322618
9,13,77.75555772403273
9,14,90.60206641496075
9,15,77.12643073263737
9,16,86.70466854753899
9,17,83.32745504600756
9,18,97.57247577456805
9,19,132.54731603375194
9,20,131.28725022876128
9,21,67.07839717442194
9,22,73.50013297624075
9,23,84.15912929900702
9,24,117.7158509137947
9,25,123.22607514069524
9,26,123.22784272980344
9,27,71.41777253240164
9,28,72.10908987244147
9,29,148.3476119837494
9,30,108.50588170812945
9,31,125.83912864863206
9,32,70.21582937268951
9,33,111.58680110838549
9,34,79.17499932290755
9,35,98.24762471465016
9,36,94.11142685453999
9,37,135.55216402352934
9,38,85.74655604137045
9,39,123.54412058546075
9,40,80.61814535442821
9,41,110.2350943355846
9,42,135.2525454801297
9,43,73.13137843709404
9,44,91.53302850764065
9,45,147.29047749171642
9,46,132.3423219127516
9,47,137.96068548136532
9,48,109.81579422461377
9,49,87.1318513928863
9,50,64.03716674592782
9,51,136.16515187338493
9,52,61.31210707221472
9,53,142.94150665554952
9,54,142.52957854900896
9,55,144.54889306351646
9,56,127.60159877354734
9,57,115.8503063645075
9,58,88.59916421051376
9,59,132.82164508769918
9,60,107.78866549270737
9,61,100.91494013905267
9,62,63.336147559646925
9,63,61.73557276534226
9,64,117.12367276658448
9,65,63.708309402731665
9,66,119.88826527098215
9,67,93.24030521122371
9,68,62.674675446716414
9,69,105.83340123517912
9,70,128.70800303953476
9,71,148.5766586598799
9,72,74.59237678573295
9,73,88.91125020344406
9,74,98.1799026498273
9,75,98.42685365508746
9,76,73.37583184202319
9,77,82.7529692333363
9,78,58.76696293474807
9,79,106.92960105663036
9,80,149.2377804526536
9,81,62.25591043159919
9,82,121.6961109540777
9,83,102.47437081188882
9,84,82.55593562726634
9,85,83.05635589205839
9,86,148.21835602783963
9,87,60.68272693409272
9,88,108.56532535309603
9,89,103.4231949968212
9,90,143.97095976430916
9,91,70.14920621021503
9,92,52.817439690009124
9,93,138.24309681669152
9,94,82.2765409063056
9,95,90.68605102594037
9,96,61.81617291913356
9,97,72.41916635847092
9,98,72.39775649976991
9,99,117.8418892922333
10,0,73.14737312733348
10,1,79.60703695257158
10,2,103.9173264621794
10,3,103.87040404795312
10,4,63.250229216167604
10,5,172.6749204786534
10,6,154.6468044103817
10,7,147.3527320128629
10,8,138.5250194491174
10,9,103.2948319000501
10,10,134.59165538788287
10,11,154.42368428210966
10,12,140.43016386286422
10,13,159.4238063732029
10,14,147.27956190122302
10,15,141.96643866859918
10,16,162.65612263873103
10,17,149.1932367080292
10,18,95.90871591168263
10,19,115.84381056382317
10,20,68.46228413973667
10,21,105.91627549741052
10,22,131.37800564805335
10,23,82.58407278699632
10,24,124.09407223487284
10,25,96.0278540721898
10,26,84.3758368778225
10,27,99.08539992759337
10,28,126.10571614271869
10,29,111.14227742713256
10,30,108.91987132891518
10,31,146.96095592598783
10,32,131.64501027149944
10,33,125.03881255248763
10,34,70.82732836241622
10,35,59.90669149272999
10,36,100.57862970178805
10,37,71.58396683289834
10,38,132.90964175478788
10,39,156.25176319675478
10,40,142.5976885266613
10,41,108.79454648998114
10,42,154.04221145995956
10,43,140.01751591133106
10,44,117.69365824924144
10,45,127.36948306391265
10,46,78.5589509057717
10,47,59.927475866534735
10,48,163.576800336083
10,49,169.04004143763785
10,50,116.27411846679496
10,51,124.37126895582296
10,52,148.61879318470068
10,53,69.06543089932968
10,54,140.70938383163963
10,55,149.2336331842307
10,56,85.00959133016272
10,57,122.63493826875428
10,58,150.3147733831125
10,59,166.82760527284321
10,60,105.21055208115212
10,61,75.18958986492933
10,62,141.51350103319783
10,63,128.39576320904098
10,64,114.41214904287219
10,65,102.70952412127772
10,66,60.85120428364707
10,67,163.6979401041179
10,68,101.6208951669316
10,69,62.812077108847305
10,70,69.53983590167073
10,71,125.6157947151655
10,72,61.719514438284065
10,73,145.6718991803568
10,74,143.1915032121642
10,75,58.18134464307258
10,76,131.8703732909411
10,77,92.93003401394202
10,78,91.13194530567372
10,79,156.2961198272445
10,80,65.86021534455222
10,81,105.67887488245152
10,82,167.65232307893743
10,83,67.603719926724
10,84,127.62174522693753
10,85,87.33640627441449
10,86,84.09187069449304
10,87,96.50244034002664
10,88,139.74428157911694
10,89,105.88258588365676
10,90,139.99738273884302
10,91,163.54795635037823
10,92,162.8190703503536
10,93,119.3720574665367
10,94,87.15734082196428
10,95,130.41336947122642
10,96,68.26868635471278
10,97,97.06904812830804
10,98,92.53871738438734
10,99,167.47376472922517
11,0,144.1890033705776
11,1,121.32251589430959
11,2,106.42906509146991
11,3,139.98678095919323
11,4,140.17465363662996
11,5,184.82922791637662
11,6,135.8545285314925
11,7,200.6117034030292
11,8,74.96820767917164
11,9,150.6061285469732
11,10,125.71267076433965
11,11,109.3521186227901
11,12,134.30312914732042
11,13,203.64062254539482
11,14,122.11406422117341
11,15,195.86829910828124
11,16,140.3826824517135
11,17,121.31808835837775
11,18,77.84011598571536
11,19,80.07175619296194
11,20,185.64818154881172
11,21,86.15511367433265
11,22,107.27810190007389
11,23,118.29913358296199
11,24,77.57964208414587
11,25,95.84311849922439
11,26,98.5980094257131
11,27,126.08969734880473
11,28,86.64823086702158
11,29,150.95359744716635
11,30,131.59743546782465
11,31,162.19490962390742
11,32,95.38416450484065
11,33,100.93519412521013
11,34,130.2260537655564
11,35,122.30330773212052
11,36,112.1893562380475
11,37,86.96424430476269
11,38,135.76708633747202
11,39,118.62314220168658
11,40,119.55725192170674
11,41,176.19526778560478
11,42,75.19649495532602
11,43,94.0215994460791
11,44,198.10508386348442
11,45,115.17123169924318
11,46,76.50221043065606
11,47,99.29625211926573
11,48,78.14693701872379
11,49,200.74977805225294
11,50,109.69320693881808
11,51,90.61678516077849
11,52,81.80781784025625
11,53,179.88629018516787
11,54,144.0605218581287
11,55,190.46532787794746
11,56,120.83317326901192
11,57,125.41090350531037
11,58,139.1311635823405
11,59,153.5770171478135
11,60,138.35471983019707
11,61,102.09285696817848
11,62,143.78212479658265
11,63,196.59334382263816
11,64,143.91815608966894
11,65,127.50829288581237
