generator,time,scenario,value
0,6,6,0.0
0,6,7,0.0
0,6,8,0.0
0,6,9,0.0
0,6,10,0.0
0,6,11,0.0
0,6,12,0.0
0,6,13,0.0
0,6,14,0.0
0,6,15,0.0
0,6,16,0.0
0,6,17,0.0
0,6,18,0.0
0,6,19,0.0
0,7,0,0.0
0,7,1,0.0
0,7,2,0.0
0,7,3,0.0
0,7,4,0.0
0,7,5,0.0
0,7,6,0.0
0,7,7,0.0
0,7,8,0.0
0,7,9,0.0
0,7,10,0.0
0,7,11,0.0
0,7,12,0.0
0,7,13,0.0
0,7,14,0.0
0,7,15,0.0
0,7,16,0.0
0,7,17,0.0
0,7,18,0.0
0,7,19,0.0
0,8,0,0.0
0,8,1,0.0
0,8,2,1.1813836975634349
0,8,3,0.0
0,8,4,1.973107319762085
0,8,5,0.0
0,8,6,0.0
0,8,7,0.0
0,8,8,0.0
0,8,9,0.5673287305014656
0,8,10,0.0
0,8,11,0.0
0,8,12,2.5469589377250395
0,8,13,0.0
0,8,14,0.11252834187656147
0,8,15,0.0
0,8,16,0.04694103109124681
0,8,17,0.0
0,8,18,0.0
0,8,19,1.311795403625102
0,9,0,3.1889863426252303
0,9,1,0.3557763820283051
0,9,2,6.119115775637994
0,9,3,1.8377931114668986
0,9,4,0.0
0,9,5,3.571804311243328
0,9,6,0.8151828877052139
0,9,7,0.1940309667801534
0,9,8,7.527804012923138
0,9,9,6.916109915466216
0,9,10,0.0
0,9,11,0.7133512162499014
0,9,12,1.668002773395845
0,9,13,0.7985550544118105
0,9,14,1.7094916295909341
0,9,15,0.17388200778809004
0,9,16,4.996296279005323
0,9,17,0.3786082299940361
0,9,18,1.1668072510715897
0,9,19,3.0064555181027486
0,10,0,7.9806991270473855
0,10,1,0.0
0,10,2,4.719367280623692
0,10,3,14.060723403306458
0,10,4,3.6393681239092874
0,10,5,1.1017427446849553
0,10,6,3.8903574372381726
0,10,7,5.9184336864404745
0,10,8,3.5114168953077307
0,10,9,0.0
0,10,10,12.65725554817971
0,10,11,13.277990268648207
0,10,12,0.6659810928375478
0,10,13,5.64689568479077
0,10,14,0.0
0,10,15,14.289314811335755
0,10,16,9.370153484132297
0,10,17,8.359157158426196
0,10,18,5.565347073433616
0,10,19,0.0
0,11,0,6.159092971346063
0,11,1,0.8907980136424536
0,11,2,5.313588965813833
0,11,3,2.5955161153404553
0,11,4,12.284986970658295
0,11,5,2.311975763924144
0,11,6,7.8867145074870795
0,11,7,0.0
0,11,8,12.099315471569344
0,11,9,9.178951759490989
0,11,10,10.88772749164592
0,11,11,2.512761751018483
0,11,12,12.270785402518843
0,11,13,0.7723575634704654
0,11,14,8.219730227193237
0,11,15,9.90923636854126
0,11,16,3.508539294791558
0,11,17,4.393151836103464
0,11,18,8.879263796683592
0,11,19,1.548757245187332
0,12,0,11.59852308667903
0,12,1,1.4032075686147287
0,12,2,12.037771720050229
0,12,3,14.034284419704067
0,12,4,0.5351796451212492
0,12,5,11.202778929319955
0,12,6,0.23715106245906092
0,12,7,9.895820618315742
0,12,8,11.309067363140299
0,12,9,5.983354887076467
0,12,10,13.281806302053337
0,12,11,0.0
0,12,12,7.938175709214948
0,12,13,0.7438270060872103
0,12,14,0.0
0,12,15,14.928829633485488
0,12,16,7.3225786440550005
0,12,17,13.363207744171778
0,12,18,5.02615367606635
0,12,19,1.2207939349899561
0,13,0,13.364289458881588
0,13,1,0.0
0,13,2,0.0
0,13,3,12.771495599706695
0,13,4,2.220718308169263
0,13,5,3.248655838167072
0,13,6,13.631818450010911
0,13,7,5.6292692244276825
0,13,8,12.662096070624006
0,13,9,7.661704405881472
0,13,10,4.1841474923499815
0,13,11,0.08625037484250608
0,13,12,0.0
0,13,13,17.68642684476241
0,13,14,7.665311099875315
0,13,15,0.0
0,13,16,2.7336205487316105
0,13,17,10.124553067910545
0,13,18,1.214528731058091
0,13,19,10.930039149721036
0,14,0,3.3501641117761434
0,14,1,10.690703393913013
0,14,2,0.9143847501985771
0,14,3,0.0
0,14,4,9.447671760815073
0,14,5,6.451226915757133
0,14,6,6.3319033074340165
0,14,7,6.160558645678367
0,14,8,0.9249543163117839
0,14,9,0.0
0,14,10,0.0
0,14,11,1.7598800813865365
0,14,12,0.0
0,14,13,0.3012378211671871
0,14,14,11.609541717374906
0,14,15,0.0
0,14,16,9.575809932455279
0,14,17,0.0
0,14,18,1.8667749391811403
0,14,19,8.220566695263813
0,15,0,5.847513198919808
0,15,1,0.0
0,15,2,0.0
0,15,3,8.229209679587811
0,15,4,0.0
0,15,5,2.4030513557552027
0,15,6,0.0
0,15,7,7.207640856800712
0,15,8,3.4334723951379864
0,15,9,0.0
0,15,10,4.528689875590577
0,15,11,10.682371007870804
0,15,12,13.210150309417127
0,15,13,11.980187611606578
0,15,14,10.043085438966079
0,15,15,0.0
0,15,16,0.0
0,15,17,2.1883889947125352
0,15,18,3.178654498638126
0,15,19,5.485384417202093
0,16,0,1.0109720555442294
0,16,1,0.0
0,16,2,0.0
0,16,3,0.6141852404099826
0,16,4,0.0
0,16,5,0.0
0,16,6,0.0
0,16,7,0.0
0,16,8,7.523889867590501
0,16,9,0.0
0,16,10,4.811692220258899
0,16,11,0.0
0,16,12,0.0
0,16,13,5.108693486282037
0,16,14,0.0
0,16,15,2.9204401719278428
0,16,16,0.0
0,16,17,0.0
0,16,18,0.0
0,16,19,3.152436350366029
0,17,0,0.0
0,17,1,0.0
0,17,2,0.0
0,17,3,0.0
0,17,4,0.0
0,17,5,0.0
0,17,6,0.0
0,17,7,0.0
0,17,8,0.0
0,17,9,0.0
0,17,10,0.0
0,17,11,0.0
0,17,12,0.0
0,17,13,0.0
0,17,14,0.06923300124616816
0,17,15,0.0
0,17,16,0.0
0,17,17,0.0
0,17,18,2.7835399306027275
0,17,19,0.0
0,18,0,0.0
0,18,1,0.0
0,18,2,0.0
0,18,3,0.0
0,18,4,0.0
0,18,5,0.0
0,18,6,0.0
0,18,7,0.0
0,18,8,0.0
0,18,9,0.0
0,18,10,0.0
0,18,11,0.0
0,18,12,0.0
0,18,13,0.0
0,18,14,0.0
0,18,15,0.0
0,18,16,0.0
0,18,17,0.0
0,18,18,0.0
0,18,19,0.0
0,19,0,0.0
0,19,1,0.0
0,19,2,0.0
0,19,3,0.0
0,19,4,0.0
0,19,5,0.0
0,19,6,0.0
0,19,7,0.0
0,19,8,0.0
0,19,9,0.0
0,19,10,0.0
0,19,11,0.0
0,19,12,0.0
0,19,13,0.0
0,19,14,0.0
0,19,15,0.0
0,19,16,0.0
0,19,17,0.0
0,19,18,0.0
0,19,19,0.0
0,20,0,0.0
0,20,1,0.0
0,20,2,0.0
0,20,3,0.0
0,20,4,0.0
0,20,5,0.0
0,20,6,0.0
0,20,7,0.0
0,20,8,0.0
0,20,9,0.0
0,20,10,0.0
0,20,11,0.0
0,20,12,0.0
0,20,13,0.0
0,20,14,0.0
0,20,15,0.0
0,20,16,0.0
0,20,17,0.0
0,20,18,0.0
0,20,19,0.0
0,21,0,0.0
0,21,1,0.0
0,21,2,0.0
0,21,3,0.0
0,21,4,0.0
0,21,5,0.0
0,21,6,0.0
0,21,7,0.0
0,21,8,0.0
0,21,9,0.0
0,21,10,0.0
0,21,11,0.0
0,21,12,0.0
0,21,13,0.0
0,21,14,0.0
0,21,15,0.0
0,21,16,0.0
0,21,17,0.0
0,21,18,0.0
0,21,19,0.0
0,22,0,0.0
0,22,1,0.0
0,22,2,0.0
0,22,3,0.0
0,22,4,0.0
0,22,5,0.0
0,22,6,0.0
0,22,7,0.0
0,22,8,0.0
0,22,9,0.0
0,22,10,0.0
0,22,11,0.0
0,22,12,0.0
0,22,13,0.0
0,22,14,0.0
0,22,15,0.0
0,22,16,0.0
0,22,17,0.0
0,22,18,0.0
0,22,19,0.0
0,23,0,0.0
0,23,1,0.0
0,23,2,0.0
0,23,3,0.0
0,23,4,0.0
0,23,5,0.0
0,23,6,0.0
0,23,7,0.0
0,23,8,0.0
0,23,9,0.0
0,23,10,0.0
0,23,11,0.0
0,23,12,0.0
0,23,13,0.0
0,23,14,0.0
0,23,15,0.0
0,23,16,0.0
0,23,17,0.0
0,23,18,0.0
0,23,19,0.0
1,0,0,0.0
1,0,1,0.0
1,0,2,0.0
1,0,3,0.0
1,0,4,0.0
1,0,5,0.0
1,0,6,0.0
1,0,7,0.0
1,0,8,0.0
1,0,9,0.0
1,0,10,0.0
1,0,11,0.0
1,0,12,0.0
1,0,13,0.0
1,0,14,0.0
1,0,15,0.0
1,0,16,0.0
1,0,17,0.0
1,0,18,0.0
1,0,19,0.0
1,1,0,0.0
1,1,1,0.0
1,1,2,0.0
1,1,3,0.0
1,1,4,0.0
1,1,5,0.0
1,1,6,0.0
1,1,7,0.0
1,1,8,0.0
1,1,9,0.0
1,1,10,0.0
1,1,11,0.0
1,1,12,0.0
1,1,13,0.0
1,1,14,0.0
1,1,15,0.0
1,1,16,0.0
1,1,17,0.0
1,1,18,0.0
1,1,19,0.0
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,2,4,0.0
1,2,5,0.0
1,2,6,0.0
1,2,7,0.0
1,2,8,0.0
1,2,9,0.0
1,2,10,0.0
1,2,11,0.0
1,2,12,0.0
1,2,13,0.0
1,2,14,0.0
1,2,15,0.0
1,2,16,0.0
1,2,17,0.0
1,2,18,0.0
1,2,19,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,3,4,0.0
1,3,5,0.0
1,3,6,0.0
1,3,7,0.0
1,3,8,0.0
1,3,9,0.0
1,3,10,0.0
1,3,11,0.0
1,3,12,0.0
1,3,13,0.0
1,3,14,0.0
1,3,15,0.0
1,3,16,0.0
1,3,17,0.0
1,3,18,0.0
1,3,19,0.0
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,4,4,0.0
1,4,5,0.0
1,4,6,0.0
1,4,7,0.0
1,4,8,0.0
1,4,9,0.0
1,4,10,0.0
1,4,11,0.0
1,4,12,0.0
1,4,13,0.0
1,4,14,0.0
1,4,15,0.0
1,4,16,0.0
1,4,17,0.0
1,4,18,0.0
1,4,19,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.0
1,5,16,0.0
1,5,17,0.0
1,5,18,0.0
1,5,19,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.0
1,6,16,0.0
1,6,17,0.0
1,6,18,0.0
1,6,19,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.0
1,7,16,0.0
1,7,17,0.0
1,7,18,0.0
1,7,19,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,1.1272134213149074
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,8,10,0.09912283872995764
1,8,11,0.0
1,8,12,0.0
1,8,13,0.015800605309416405
1,8,14,0.0
1,8,15,0.0
1,8,16,0.0
1,8,17,0.0
1,8,18,0.0
1,8,19,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,1.9898380561211262
1,9,3,0.8602252016591774
1,9,4,0.0
1,9,5,0.0
1,9,6,1.418528367487668
1,9,7,0.0
1,9,8,0.871975329647348
1,9,9,0.0
1,9,10,0.8224291750302717
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.0
1,9,16,0.0
1,9,17,2.9405735346931112
1,9,18,0.0
1,9,19,0.0
1,10,0,0.0
1,10,1,0.0
1,10,2,2.0648080923173433
1,10,3,0.4567808653679908
1,10,4,7.460592693548909
1,10,5,3.5907231407575955
1,10,6,0.0
1,10,7,0.6469185928080248
1,10,8,5.62352458204522
1,10,9,4.809442497753402
1,10,10,0.0
1,10,11,4.604537119175019
1,10,12,2.2775845540939916
1,10,13,7.1191935182949315
1,10,14,3.142115023271031
1,10,15,4.800471230608185
1,10,16,5.107109029721747
1,10,17,7.259942044375194
1,10,18,0.0
1,10,19,0.0
1,11,0,0.0
1,11,1,8.52207501483185
1,11,2,0.0
1,11,3,2.8869819743556384
1,11,4,3.4713404745425462
1,11,5,9.113351495368061
1,11,6,1.5522638249890468
1,11,7,0.495947335787462
1,11,8,5.013082597507369
1,11,9,0.0
1,11,10,4.642481319700156
1,11,11,6.2846894833106095
1,11,12,0.0
1,11,13,11.024856933111312
1,11,14,3.473739847967912
1,11,15,0.0
1,11,16,5.550852088610754
1,11,17,0.0
1,11,18,0.0
1,11,19,7.232645487160249
1,12,0,0.0
1,12,1,9.642681631043951
1,12,2,0.0
1,12,3,4.617940711267469
1,12,4,7.630983736608823
1,12,5,0.0
1,12,6,0.0
1,12,7,9.862178800075442
1,12,8,6.703770846283459
1,12,9,0.0
1,12,10,1.89246344452597
1,12,11,8.697700580725366
1,12,12,1.532246355558124
1,12,13,11.827322664398084
1,12,14,0.0
1,12,15,7.6686554780965075
1,12,16,7.858236182129383
1,12,17,4.772804184158394
1,12,18,5.406748364214474
1,12,19,12.552378057686255
1,13,0,11.124381454791438
1,13,1,14.720632810537904
1,13,2,10.89432343220124
1,13,3,0.9665697744422257
1,13,4,8.204293477091865
1,13,5,5.772678700319138
1,13,6,5.242330064875668
1,13,7,0.0
1,13,8,4.2733859867474955
1,13,9,7.074487488863307
1,13,10,0.0
1,13,11,5.292622131474796
1,13,12,0.0
1,13,13,1.7611508748427074
1,13,14,2.3156099165189197
1,13,15,7.985611458183917
1,13,16,2.584806191827536
1,13,17,0.0
1,13,18,6.884746756559131
1,13,19,7.45222921456903
1,14,0,2.8936295086383392
1,14,1,0.0
1,14,2,0.1710095356429555
1,14,3,8.775245131752857
1,14,4,5.742142605672068
1,14,5,0.0
1,14,6,9.081068202496027
1,14,7,0.0
1,14,8,0.0
1,14,9,3.7624461603960406
1,14,10,11.05483540116848
1,14,11,11.114018126048734
1,14,12,3.4703450080330276
1,14,13,11.311234337467578
1,14,14,0.0
1,14,15,2.354447475023517
1,14,16,0.0
1,14,17,4.248116749852233
1,14,18,0.0
1,14,19,4.60874357854589
1,15,0,2.349904050114473
1,15,1,1.852600336753735
1,15,2,4.560448594796245
1,15,3,0.0
1,15,4,10.219353150826864
1,15,5,1.7110860472822473
1,15,6,5.904488723079807
1,15,7,5.069018796785187
1,15,8,8.002390257584516
1,15,9,0.7485439148783182
1,15,10,0.7046981630795326
1,15,11,2.1011810715136203
1,15,12,0.0
1,15,13,0.0
1,15,14,0.7286313534152828
1,15,15,7.983357616650838
1,15,16,2.4876079437451413
1,15,17,8.578946641477723
1,15,18,2.899731112535603
1,15,19,0.0
1,16,0,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,1.2560721550291962
1,16,4,0.4270730534480105
1,16,5,0.0
1,16,6,0.0
1,16,7,0.0
1,16,8,5.169310909835994
1,16,9,0.0
1,16,10,0.0
1,16,11,5.208473500206697
1,16,12,0.840913156696149
1,16,13,0.0
1,16,14,0.0
1,16,15,0.0
1,16,16,1.2040024947051169
1,16,17,3.0190144156934187
1,16,18,5.450851588534897
1,16,19,0.0
1,17,0,0.0
1,17,1,3.254412008450965
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.0
1,17,7,0.0
1,17,8,0.0
1,17,9,0.0
1,17,10,0.0
1,17,11,0.0
1,17,12,0.0
1,17,13,0.0
1,17,14,0.0
1,17,15,0.0
1,17,16,0.0
1,17,17,0.0
1,17,18,0.6783591830906777
1,17,19,0.0
1,18,0,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.0
1,18,6,0.0
1,18,7,0.0
1,18,8,0.0
1,18,9,0.0
1,18,10,0.0
1,18,11,0.0
1,18,12,0.0
1,18,13,0.0
1,18,14,0.0
1,18,15,0.0
1,18,16,0.0
1,18,17,0.0
1,18,18,0.0
1,18,19,0.0
1,19,0,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.0
1,19,6,0.0
1,19,7,0.0
1,19,8,0.0
1,19,9,0.0
1,19,10,0.0
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.0
1,19,16,0.0
1,19,17,0.0
1,19,18,0.0
1,19,19,0.0
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,0.0
1,20,7,0.0
1,20,8,0.0
1,20,9,0.0
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.0
1,20,15,0.0
1,20,16,0.0
1,20,17,0.0
1,20,18,0.0
1,20,19,0.0
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.0
1,21,8,0.0
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.0
1,21,16,0.0
1,21,17,0.0
1,21,18,0.0
1,21,19,0.0
1,22,0,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.0
1,22,14,0.0
1,22,15,0.0
1,22,16,0.0
1,22,17,0.0
1,22,18,0.0
1,22,19,0.0
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.0
1,23,13,0.0
1,23,14,0.0
1,23,15,0.0
1,23,16,0.0
1,23,17,0.0
1,23,18,0.0
1,23,19,0.0
2,0,0,0.0
2,0,1,0.0
2,0,2,0.0
2,0,3,0.0
2,0,4,0.0
2,0,5,0.0
2,0,6,0.0
2,0,7,0.0
2,0,8,0.0
2,0,9,0.0
2,0,10,0.0
2,0,11,0.0
2,0,12,0.0
2,0,13,0.0
2,0,14,0.0
2,0,15,0.0
2,0,16,0.0
2,0,17,0.0
2,0,18,0.0
2,0,19,0.0
2,1,0,0.0
2,1,1,0.0
2,1,2,0.0
2,1,3,0.0
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,1,7,0.0
2,1,8,0.0
2,1,9,0.0
2,1,10,0.0
2,1,11,0.0
2,1,12,0.0
2,1,13,0.0
2,1,14,0.0
2,1,15,0.0
2,1,16,0.0
2,1,17,0.0
2,1,18,0.0
2,1,19,0.0
2,2,0,0.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.0
2,2,9,0.0
2,2,10,0.0
2,2,11,0.0
2,2,12,0.0
2,2,13,0.0
2,2,14,0.0
2,2,15,0.0
2,2,16,0.0
2,2,17,0.0
2,2,18,0.0
2,2,19,0.0
2,3,0,0.0
2,3,1,0.0
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,0.0
2,3,8,0.0
2,3,9,0.0
2,3,10,0.0
2,3,11,0.0
2,3,12,0.0
2,3,13,0.0
2,3,14,0.0
2,3,15,0.0
2,3,16,0.0
2,3,17,0.0
2,3,18,0.0
2,3,19,0.0
2,4,0,0.0
2,4,1,0.0
2,4,2,0.0
2,4,3,0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.0
2,4,8,0.0
2,4,9,0.0
2,4,10,0.0
2,4,11,0.0
2,4,12,0.0
2,4,13,0.0
2,4,14,0.0
2,4,15,0.0
2,4,16,0.0
2,4,17,0.0
2,4,18,0.0
2,4,19,0.0
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.0
2,5,6,0.0
2,5,7,0.0
2,5,8,0.0
2,5,9,0.0
2,5,10,0.0
2,5,11,0.0
2,5,12,0.0
2,5,13,0.0
2,5,14,0.0
2,5,15,0.0
2,5,16,0.0
2,5,17,0.0
2,5,18,0.0
2,5,19,0.0
2,6,0,0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,0.0
2,6,9,0.0
2,6,10,0.0
2,6,11,0.0
2,6,12,0.0
2,6,13,0.0
2,6,14,0.0
2,6,15,0.0
2,6,16,0.0
2,6,17,0.0
2,6,18,0.0
2,6,19,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,7,7,0.0
2,7,8,0.0
2,7,9,0.0
2,7,10,0.0
2,7,11,0.0
2,7,12,0.0
2,7,13,0.0
2,7,14,0.0
2,7,15,0.0
2,7,16,0.0
2,7,17,0.0
2,7,18,0.0
2,7,19,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,1.1349731512141839
2,8,3,2.094007465600214
2,8,4,0.0
2,8,5,0.0
2,8,6,0.0
2,8,7,0.0
2,8,8,0.0
2,8,9,1.9047281844927624
2,8,10,0.0
2,8,11,0.0
2,8,12,0.0
2,8,13,0.0
2,8,14,0.1456475191606983
2,8,15,0.0
2,8,16,0.0
2,8,17,0.5878778463142116
2,8,18,0.402206883553596
2,8,19,0.0
2,9,0,1.6411610085632486
2,9,1,0.1303867085711614
2,9,2,4.207910261551207
2,9,3,1.9348436076849485
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,0.0
2,9,8,1.9378590912775735
2,9,9,1.2201578682378047
2,9,10,1.0621906080925227
2,9,11,6.821851500522757
2,9,12,0.8823361115949542
2,9,13,0.0
2,9,14,0.4368632325154449
2,9,15,1.449216074625065
2,9,16,1.6129153157654157
2,9,17,2.4703881496503826
2,9,18,3.1222821281344944
2,9,19,2.157882764317777
2,10,0,3.6393279200432143
2,10,1,0.0
2,10,2,0.588614085818425
2,10,3,2.8383895066219154
2,10,4,0.049253181612585184
2,10,5,7.698988109413209
2,10,6,0.0
2,10,7,0.0
2,10,8,7.825604423226171
2,10,9,7.423192090080958
2,10,10,4.8067355814468495
2,10,11,9.299356449943188
2,10,12,1.4813045990599227
2,10,13,2.439059713486322
2,10,14,6.338324048289385
2,10,15,0.0
2,10,16,6.387413021665489
2,10,17,6.610990137925624
2,10,18,8.089040210208843
2,10,19,10.528037543030907
2,11,0,0.0
2,11,1,3.4859136876829844
2,11,2,10.454660137563272
2,11,3,9.252610774410382
2,11,4,7.379827802870947
2,11,5,9.955416054219704
2,11,6,4.249255787582037
2,11,7,4.180975612562503
2,11,8,1.5366054935928517
2,11,9,10.152832459733808
2,11,10,1.6282858509296974
2,11,11,15.3459274200241
2,11,12,0.4974164244194297
2,11,13,13.198983201423474
2,11,14,7.698611781332882
2,11,15,0.18128140194873144
2,11,16,9.41538064993388
2,11,17,8.394258962453968
2,11,18,6.838988854021819
2,11,19,9.57872300360189
2,12,0,7.808509007133268
2,12,1,12.75871641793921
2,12,2,2.4093645953584133
2,12,3,15.682215754362678
2,12,4,4.385460025213685
2,12,5,1.4516042933648148
2,12,6,12.783365274344252
2,12,7,2.2225065257848504
2,12,8,8.806665497483667
2,12,9,11.830213786381607
2,12,10,11.831509916827425
2,12,11,0.8629067029799051
2,12,12,0.0
2,12,13,7.032184989557633
2,12,14,11.02783432212637
2,12,15,12.838887912592721
2,12,16,0.0
2,12,17,12.87173131475118
2,12,18,9.060110950688113
2,12,19,14.211836034438617
2,13,0,9.326705009512064
2,13,1,8.284170261954097
2,13,2,5.678265521522882
2,13,3,12.059063252715505
2,13,4,2.651089527915134
2,13,5,8.682516849695297
2,13,6,10.140695883665982
2,13,7,14.665596940450959
2,13,8,0.2056578960649027
2,13,9,1.024925432661183
2,13,10,14.592275835475395
2,13,11,13.656909005548222
2,13,12,3.448921397246292
2,13,13,4.318794166894176
2,13,14,13.497098303710011
2,13,15,9.82897646862433
2,13,16,9.787789450893362
2,13,17,0.0
2,13,18,0.0
2,13,19,0.0
2,14,0,2.0312642354362698
2,14,1,0.0
2,14,2,7.102572468069608
2,14,3,9.269064105175051
2,14,4,2.393214644304635
2,14,5,15.128792836847072
2,14,6,0.0
2,14,7,1.7310666670281836
2,14,8,3.1466806141880586
2,14,9,9.165619421232645
2,14,10,1.57050705042071
