i,t,s,R
0,17,48,0
0,17,49,0
0,17,50,0
0,17,51,0
0,17,52,0
0,17,53,0
0,17,54,0
0,17,55,0
0,17,56,0
0,17,57,0
0,17,58,0
0,17,59,0
0,17,60,0
0,17,61,0
0,17,62,0
0,17,63,0
0,17,64,0
0,17,65,0
0,17,66,0
0,17,67,0
0,17,68,0
0,17,69,0
0,17,70,0
0,17,71,0
0,17,72,0
0,17,73,0
0,17,74,0
0,17,75,0
0,17,76,0
0,17,77,0
0,17,78,0
0,17,79,0
0,17,80,0
0,17,81,0
0,17,82,0
0,17,83,0
0,17,84,0
0,17,85,0
0,17,86,0
0,17,87,0
0,17,88,0
0,17,89,0
0,17,90,0
0,17,91,0
0,17,92,0
0,17,93,0
0,17,94,0
0,17,95,0
0,17,96,0
0,17,97,0
0,17,98,0
0,17,99,0
0,18,0,132
0,18,1,45
0,18,2,55
0,18,3,129
0,18,4,112
0,18,5,123
0,18,6,16
0,18,7,60
0,18,8,43
0,18,9,50
0,18,10,103
0,18,11,102
0,18,12,70
0,18,13,59
0,18,14,85
0,18,15,79
0,18,16,81
0,18,17,89
0,18,18,62
0,18,19,107
0,18,20,45
0,18,21,94
0,18,22,130
0,18,23,15
0,18,24,102
0,18,25,28
0,18,26,80
0,18,27,90
0,18,28,44
0,18,29,124
0,18,30,90
0,18,31,43
0,18,32,107
0,18,33,28
0,18,34,81
0,18,35,26
0,18,36,85
0,18,37,45
0,18,38,93
0,18,39,101
0,18,40,78
0,18,41,94
0,18,42,112
0,18,43,112
0,18,44,89
0,18,45,69
0,18,46,64
0,18,47,120
0,18,48,99
0,18,49,37
0,18,50,83
0,18,51,124
0,18,52,33
0,18,53,116
0,18,54,113
0,18,55,75
0,18,56,19
0,18,57,33
0,18,58,126
0,18,59,20
0,18,60,60
0,18,61,89
0,18,62,39
0,18,63,133
0,18,64,34
0,18,65,80
0,18,66,89
0,18,67,43
0,18,68,71
0,18,69,74
0,18,70,107
0,18,71,91
0,18,72,71
0,18,73,95
0,18,74,69
0,18,75,78
0,18,76,94
0,18,77,37
0,18,78,109
0,18,79,87
0,18,80,132
0,18,81,42
0,18,82,71
0,18,83,122
0,18,84,87
0,18,85,102
0,18,86,65
0,18,87,97
0,18,88,128
0,18,89,39
0,18,90,112
0,18,91,131
0,18,92,17
0,18,93,41
0,18,94,29
0,18,95,107
0,18,96,25
0,18,97,135
0,18,98,62
0,18,99,123
0,19,0,28
0,19,1,51
0,19,2,87
0,19,3,65
0,19,4,53
0,19,5,57
0,19,6,63
0,19,7,51
0,19,8,29
0,19,9,21
0,19,10,25
0,19,11,16
0,19,12,61
0,19,13,87
0,19,14,43
0,19,15,18
0,19,16,49
0,19,17,65
0,19,18,49
0,19,19,84
0,19,20,96
0,19,21,89
0,19,22,74
0,19,23,53
0,19,24,73
0,19,25,12
0,19,26,99
0,19,27,27
0,19,28,93
0,19,29,84
0,19,30,83
0,19,31,35
0,19,32,31
0,19,33,50
0,19,34,87
0,19,35,52
0,19,36,95
0,19,37,43
0,19,38,67
0,19,39,99
0,19,40,69
0,19,41,15
0,19,42,53
0,19,43,41
0,19,44,59
0,19,45,37
0,19,46,22
0,19,47,71
0,19,48,72
0,19,49,89
0,19,50,23
0,19,51,83
0,19,52,85
0,19,53,69
0,19,54,30
0,19,55,35
0,19,56,49
0,19,57,60
0,19,58,54
0,19,59,53
0,19,60,87
0,19,61,89
0,19,62,85
0,19,63,90
0,19,64,63
0,19,65,98
0,19,66,66
0,19,67,65
0,19,68,40
0,19,69,72
0,19,70,16
0,19,71,23
0,19,72,23
0,19,73,70
0,19,74,27
0,19,75,42
0,19,76,15
0,19,77,32
0,19,78,98
0,19,79,57
0,19,80,25
0,19,81,58
0,19,82,96
0,19,83,89
0,19,84,46
0,19,85,37
0,19,86,80
0,19,87,33
0,19,88,34
0,19,89,19
0,19,90,89
0,19,91,51
0,19,92,62
0,19,93,77
0,19,94,83
0,19,95,51
0,19,96,28
0,19,97,86
0,19,98,14
0,19,99,96
0,20,0,44
0,20,1,63
0,20,2,46
0,20,3,24
0,20,4,26
0,20,5,41
0,20,6,68
0,20,7,19
0,20,8,40
0,20,9,29
0,20,10,56
0,20,11,58
0,20,12,35
0,20,13,21
0,20,14,12
0,20,15,20
0,20,16,25
0,20,17,45
0,20,18,63
0,20,19,16
0,20,20,68
0,20,21,51
0,20,22,54
0,20,23,70
0,20,24,34
0,20,25,41
0,20,26,51
0,20,27,40
0,20,28,27
0,20,29,14
0,20,30,26
0,20,31,56
0,20,32,48
0,20,33,58
0,20,34,40
0,20,35,22
0,20,36,47
0,20,37,27
0,20,38,10
0,20,39,65
0,20,40,34
0,20,41,35
0,20,42,54
0,20,43,67
0,20,44,12
0,20,45,19
0,20,46,28
0,20,47,23
0,20,48,39
0,20,49,60
0,20,50,61
0,20,51,45
0,20,52,23
0,20,53,20
0,20,54,55
0,20,55,23
0,20,56,42
0,20,57,55
0,20,58,22
0,20,59,19
0,20,60,10
0,20,61,17
0,20,62,61
0,20,63,14
0,20,64,22
0,20,65,10
0,20,66,50
0,20,67,22
0,20,68,34
0,20,69,17
0,20,70,32
0,20,71,35
0,20,72,38
0,20,73,34
0,20,74,14
0,20,75,56
0,20,76,16
0,20,77,34
0,20,78,25
0,20,79,27
0,20,80,50
0,20,81,40
0,20,82,20
0,20,83,37
0,20,84,29
0,20,85,52
0,20,86,22
0,20,87,61
0,20,88,41
0,20,89,39
0,20,90,24
0,20,91,20
0,20,92,37
0,20,93,70
0,20,94,16
0,20,95,26
0,20,96,58
0,20,97,50
0,20,98,25
0,20,99,28
0,21,0,7
0,21,1,9
0,21,2,10
0,21,3,12
0,21,4,10
0,21,5,4
0,21,6,13
0,21,7,11
0,21,8,5
0,21,9,5
0,21,10,12
0,21,11,3
0,21,12,9
0,21,13,5
0,21,14,12
0,21,15,6
0,21,16,10
0,21,17,4
0,21,18,7
0,21,19,11
0,21,20,6
0,21,21,3
0,21,22,9
0,21,23,11
0,21,24,5
0,21,25,7
0,21,26,13
0,21,27,12
0,21,28,10
0,21,29,9
0,21,30,11
0,21,31,13
0,21,32,2
0,21,33,6
0,21,34,8
0,21,35,10
0,21,36,3
0,21,37,6
0,21,38,5
0,21,39,7
0,21,40,8
0,21,41,10
0,21,42,8
0,21,43,9
0,21,44,9
0,21,45,7
0,21,46,2
0,21,47,4
0,21,48,5
0,21,49,3
0,21,50,9
0,21,51,9
0,21,52,8
0,21,53,5
0,21,54,9
0,21,55,4
0,21,56,2
0,21,57,10
0,21,58,7
0,21,59,10
0,21,60,4
0,21,61,2
0,21,62,6
0,21,63,10
0,21,64,3
0,21,65,4
0,21,66,7
0,21,67,9
0,21,68,11
0,21,69,3
0,21,70,9
0,21,71,6
0,21,72,10
0,21,73,4
0,21,74,8
0,21,75,4
0,21,76,2
0,21,77,7
0,21,78,4
0,21,79,9
0,21,80,8
0,21,81,11
0,21,82,6
0,21,83,14
0,21,84,8
0,21,85,7
0,21,86,11
0,21,87,9
0,21,88,6
0,21,89,7
0,21,90,4
0,21,91,6
0,21,92,2
0,21,93,7
0,21,94,5
0,21,95,8
0,21,96,2
0,21,97,8
0,21,98,5
0,21,99,9
0,22,0,0
0,22,1,0
0,22,2,0
0,22,3,0
0,22,4,0
0,22,5,0
0,22,6,0
0,22,7,0
0,22,8,0
0,22,9,0
0,22,10,0
0,22,11,0
0,22,12,0
0,22,13,0
0,22,14,0
0,22,15,0
0,22,16,0
0,22,17,0
0,22,18,0
0,22,19,0
0,22,20,0
0,22,21,0
0,22,22,0
0,22,23,0
0,22,24,0
0,22,25,0
0,22,26,0
0,22,27,0
0,22,28,0
0,22,29,0
0,22,30,0
0,22,31,0
0,22,32,0
0,22,33,0
0,22,34,0
0,22,35,0
0,22,36,0
0,22,37,0
0,22,38,0
0,22,39,0
0,22,40,0
0,22,41,0
0,22,42,0
0,22,43,0
0,22,44,0
0,22,45,0
0,22,46,0
0,22,47,0
0,22,48,0
0,22,49,0
0,22,50,0
0,22,51,0
0,22,52,0
0,22,53,0
0,22,54,0
0,22,55,0
0,22,56,0
0,22,57,0
0,22,58,0
0,22,59,0
0,22,60,0
0,22,61,0
0,22,62,0
0,22,63,0
0,22,64,0
0,22,65,0
0,22,66,0
0,22,67,0
0,22,68,0
0,22,69,0
0,22,70,0
0,22,71,0
0,22,72,0
0,22,73,0
0,22,74,0
0,22,75,0
0,22,76,0
0,22,77,0
0,22,78,0
0,22,79,0
0,22,80,0
0,22,81,0
0,22,82,0
0,22,83,0
0,22,84,0
0,22,85,0
0,22,86,0
0,22,87,0
0,22,88,0
0,22,89,0
0,22,90,0
0,22,91,0
0,22,92,0
0,22,93,0
0,22,94,0
0,22,95,0
0,22,96,0
0,22,97,0
0,22,98,0
0,22,99,0
0,23,0,0
0,23,1,0
0,23,2,0
0,23,3,0
0,23,4,0
0,23,5,0
0,23,6,0
0,23,7,0
0,23,8,0
0,23,9,0
0,23,10,0
0,23,11,0
0,23,12,0
0,23,13,0
0,23,14,0
0,23,15,0
0,23,16,0
0,23,17,0
0,23,18,0
0,23,19,0
0,23,20,0
0,23,21,0
0,23,22,0
0,23,23,0
0,23,24,0
0,23,25,0
0,23,26,0
0,23,27,0
0,23,28,0
0,23,29,0
0,23,30,0
0,23,31,0
0,23,32,0
0,23,33,0
0,23,34,0
0,23,35,0
0,23,36,0
0,23,37,0
0,23,38,0
0,23,39,0
0,23,40,0
0,23,41,0
0,23,42,0
0,23,43,0
0,23,44,0
0,23,45,0
0,23,46,0
0,23,47,0
0,23,48,0
0,23,49,0
0,23,50,0
0,23,51,0
0,23,52,0
0,23,53,0
0,23,54,0
0,23,55,0
0,23,56,0
0,23,57,0
0,23,58,0
0,23,59,0
0,23,60,0
0,23,61,0
0,23,62,0
0,23,63,0
0,23,64,0
0,23,65,0
0,23,66,0
0,23,67,0
0,23,68,0
0,23,69,0
0,23,70,0
0,23,71,0
0,23,72,0
0,23,73,0
0,23,74,0
0,23,75,0
0,23,76,0
0,23,77,0
0,23,78,0
0,23,79,0
0,23,80,0
0,23,81,0
0,23,82,0
0,23,83,0
0,23,84,0
0,23,85,0
0,23,86,0
0,23,87,0
0,23,88,0
0,23,89,0
0,23,90,0
0,23,91,0
0,23,92,0
0,23,93,0
0,23,94,0
0,23,95,0
0,23,96,0
0,23,97,0
0,23,98,0
0,23,99,0
1,0,0,0
1,0,1,0
1,0,2,0
1,0,3,0
1,0,4,0
1,0,5,0
1,0,6,0
1,0,7,0
1,0,8,0
1,0,9,0
1,0,10,0
1,0,11,0
1,0,12,0
1,0,13,0
1,0,14,0
1,0,15,0
1,0,16,0
1,0,17,0
1,0,18,0
1,0,19,0
1,0,20,0
1,0,21,0
1,0,22,0
1,0,23,0
1,0,24,0
1,0,25,0
1,0,26,0
1,0,27,0
1,0,28,0
1,0,29,0
1,0,30,0
1,0,31,0
1,0,32,0
1,0,33,0
1,0,34,0
1,0,35,0
1,0,36,0
1,0,37,0
1,0,38,0
1,0,39,0
1,0,40,0
1,0,41,0
1,0,42,0
1,0,43,0
1,0,44,0
1,0,45,0
1,0,46,0
1,0,47,0
1,0,48,0
1,0,49,0
1,0,50,0
1,0,51,0
1,0,52,0
1,0,53,0
1,0,54,0
1,0,55,0
1,0,56,0
1,0,57,0
1,0,58,0
1,0,59,0
1,0,60,0
1,0,61,0
1,0,62,0
1,0,63,0
1,0,64,0
1,0,65,0
1,0,66,0
1,0,67,0
1,0,68,0
1,0,69,0
1,0,70,0
1,0,71,0
1,0,72,0
1,0,73,0
1,0,74,0
1,0,75,0
1,0,76,0
1,0,77,0
1,0,78,0
1,0,79,0
1,0,80,0
1,0,81,0
1,0,82,0
1,0,83,0
1,0,84,0
1,0,85,0
1,0,86,0
1,0,87,0
1,0,88,0
1,0,89,0
1,0,90,0
1,0,91,0
1,0,92,0
1,0,93,0
1,0,94,0
1,0,95,0
1,0,96,0
1,0,97,0
1,0,98,0
1,0,99,0
1,1,0,0
1,1,1,0
1,1,2,0
1,1,3,0
1,1,4,0
1,1,5,0
1,1,6,0
1,1,7,0
1,1,8,0
1,1,9,0
1,1,10,0
1,1,11,0
1,1,12,0
1,1,13,0
1,1,14,0
1,1,15,0
1,1,16,0
1,1,17,0
1,1,18,0
1,1,19,0
1,1,20,0
1,1,21,0
1,1,22,0
1,1,23,0
1,1,24,0
1,1,25,0
1,1,26,0
1,1,27,0
1,1,28,0
1,1,29,0
1,1,30,0
1,1,31,0
1,1,32,0
1,1,33,0
1,1,34,0
1,1,35,0
1,1,36,0
1,1,37,0
1,1,38,0
1,1,39,0
1,1,40,0
1,1,41,0
1,1,42,0
1,1,43,0
1,1,44,0
1,1,45,0
1,1,46,0
1,1,47,0
1,1,48,0
1,1,49,0
1,1,50,0
1,1,51,0
1,1,52,0
1,1,53,0
1,1,54,0
1,1,55,0
1,1,56,0
1,1,57,0
1,1,58,0
1,1,59,0
1,1,60,0
1,1,61,0
1,1,62,0
1,1,63,0
1,1,64,0
1,1,65,0
1,1,66,0
1,1,67,0
1,1,68,0
1,1,69,0
1,1,70,0
1,1,71,0
1,1,72,0
1,1,73,0
1,1,74,0
1,1,75,0
1,1,76,0
1,1,77,0
1,1,78,0
1,1,79,0
1,1,80,0
1,1,81,0
1,1,82,0
1,1,83,0
1,1,84,0
1,1,85,0
1,1,86,0
1,1,87,0
1,1,88,0
1,1,89,0
1,1,90,0
1,1,91,0
1,1,92,0
1,1,93,0
1,1,94,0
1,1,95,0
1,1,96,0
1,1,97,0
1,1,98,0
1,1,99,0
1,2,0,0
1,2,1,0
1,2,2,0
1,2,3,0
1,2,4,0
1,2,5,0
1,2,6,0
1,2,7,0
1,2,8,0
1,2,9,0
1,2,10,0
1,2,11,0
1,2,12,0
1,2,13,0
1,2,14,0
1,2,15,0
1,2,16,0
1,2,17,0
1,2,18,0
1,2,19,0
1,2,20,0
1,2,21,0
1,2,22,0
1,2,23,0
1,2,24,0
1,2,25,0
1,2,26,0
1,2,27,0
1,2,28,0
1,2,29,0
1,2,30,0
1,2,31,0
1,2,32,0
1,2,33,0
1,2,34,0
1,2,35,0
1,2,36,0
1,2,37,0
1,2,38,0
1,2,39,0
1,2,40,0
1,2,41,0
1,2,42,0
1,2,43,0
1,2,44,0
1,2,45,0
1,2,46,0
1,2,47,0
1,2,48,0
1,2,49,0
1,2,50,0
1,2,51,0
1,2,52,0
1,2,53,0
1,2,54,0
1,2,55,0
1,2,56,0
1,2,57,0
1,2,58,0
1,2,59,0
1,2,60,0
1,2,61,0
1,2,62,0
1,2,63,0
1,2,64,0
1,2,65,0
1,2,66,0
1,2,67,0
1,2,68,0
1,2,69,0
1,2,70,0
1,2,71,0
1,2,72,0
1,2,73,0
1,2,74,0
1,2,75,0
1,2,76,0
1,2,77,0
1,2,78,0
1,2,79,0
1,2,80,0
1,2,81,0
1,2,82,0
1,2,83,0
1,2,84,0
1,2,85,0
1,2,86,0
1,2,87,0
1,2,88,0
1,2,89,0
1,2,90,0
1,2,91,0
1,2,92,0
1,2,93,0
1,2,94,0
1,2,95,0
1,2,96,0
1,2,97,0
1,2,98,0
1,2,99,0
1,3,0,0
1,3,1,0
1,3,2,0
1,3,3,0
1,3,4,0
1,3,5,0
1,3,6,0
1,3,7,0
1,3,8,0
1,3,9,0
1,3,10,0
1,3,11,0
1,3,12,0
1,3,13,0
1,3,14,0
1,3,15,0
1,3,16,0
1,3,17,0
1,3,18,0
1,3,19,0
1,3,20,0
1,3,21,0
1,3,22,0
1,3,23,0
1,3,24,0
1,3,25,0
1,3,26,0
1,3,27,0
1,3,28,0
1,3,29,0
1,3,30,0
1,3,31,0
1,3,32,0
1,3,33,0
1,3,34,0
1,3,35,0
1,3,36,0
1,3,37,0
1,3,38,0
1,3,39,0
1,3,40,0
1,3,41,0
1,3,42,0
1,3,43,0
1,3,44,0
1,3,45,0
1,3,46,0
1,3,47,0
1,3,48,0
1,3,49,0
1,3,50,0
1,3,51,0
1,3,52,0
1,3,53,0
1,3,54,0
1,3,55,0
1,3,56,0
1,3,57,0
1,3,58,0
1,3,59,0
1,3,60,0
1,3,61,0
1,3,62,0
1,3,63,0
1,3,64,0
1,3,65,0
1,3,66,0
1,3,67,0
1,3,68,0
1,3,69,0
1,3,70,0
1,3,71,0
1,3,72,0
1,3,73,0
1,3,74,0
1,3,75,0
1,3,76,0
1,3,77,0
1,3,78,0
1,3,79,0
1,3,80,0
1,3,81,0
1,3,82,0
1,3,83,0
1,3,84,0
1,3,85,0
1,3,86,0
1,3,87,0
1,3,88,0
1,3,89,0
1,3,90,0
1,3,91,0
1,3,92,0
1,3,93,0
1,3,94,0
1,3,95,0
1,3,96,0
1,3,97,0
1,3,98,0
1,3,99,0
1,4,0,0
1,4,1,0
1,4,2,0
1,4,3,0
1,4,4,0
1,4,5,0
1,4,6,0
1,4,7,0
1,4,8,0
1,4,9,0
1,4,10,0
1,4,11,0
1,4,12,0
1,4,13,0
1,4,14,0
1,4,15,0
1,4,16,0
1,4,17,0
1,4,18,0
1,4,19,0
1,4,20,0
1,4,21,0
1,4,22,0
1,4,23,0
1,4,24,0
1,4,25,0
1,4,26,0
1,4,27,0
1,4,28,0
1,4,29,0
1,4,30,0
1,4,31,0
1,4,32,0
1,4,33,0
1,4,34,0
1,4,35,0
1,4,36,0
1,4,37,0
1,4,38,0
1,4,39,0
1,4,40,0
1,4,41,0
1,4,42,0
1,4,43,0
1,4,44,0
1,4,45,0
1,4,46,0
1,4,47,0
1,4,48,0
1,4,49,0
1,4,50,0
1,4,51,0
1,4,52,0
1,4,53,0
1,4,54,0
1,4,55,0
1,4,56,0
1,4,57,0
1,4,58,0
1,4,59,0
1,4,60,0
1,4,61,0
1,4,62,0
1,4,63,0
1,4,64,0
1,4,65,0
1,4,66,0
1,4,67,0
1,4,68,0
1,4,69,0
1,4,70,0
1,4,71,0
1,4,72,0
1,4,73,0
1,4,74,0
1,4,75,0
1,4,76,0
1,4,77,0
1,4,78,0
1,4,79,0
1,4,80,0
1,4,81,0
1,4,82,0
1,4,83,0
1,4,84,0
1,4,85,0
1,4,86,0
1,4,87,0
1,4,88,0
1,4,89,0
1,4,90,0
1,4,91,0
1,4,92,0
1,4,93,0
1,4,94,0
1,4,95,0
1,4,96,0
1,4,97,0
1,4,98,0
1,4,99,0
1,5,0,0
1,5,1,0
1,5,2,0
1,5,3,0
1,5,4,0
1,5,5,0
1,5,6,0
1,5,7,0
1,5,8,0
1,5,9,0
1,5,10,0
1,5,11,0
1,5,12,0
1,5,13,0
1,5,14,0
1,5,15,0
1,5,16,0
1,5,17,0
1,5,18,0
1,5,19,0
1,5,20,0
1,5,21,0
1,5,22,0
1,5,23,0
1,5,24,0
1,5,25,0
1,5,26,0
1,5,27,0
1,5,28,0
1,5,29,0
1,5,30,0
1,5,31,0
1,5,32,0
1,5,33,0
1,5,34,0
1,5,35,0
1,5,36,0
1,5,37,0
1,5,38,0
1,5,39,0
1,5,40,0
1,5,41,0
1,5,42,0
1,5,43,0
1,5,44,0
1,5,45,0
1,5,46,0
1,5,47,0
1,5,48,0
1,5,49,0
1,5,50,0
1,5,51,0
1,5,52,0
1,5,53,0
1,5,54,0
1,5,55,0
1,5,56,0
1,5,57,0
1,5,58,0
1,5,59,0
1,5,60,0
1,5,61,0
1,5,62,0
1,5,63,0
1,5,64,0
1,5,65,0
1,5,66,0
1,5,67,0
1,5,68,0
1,5,69,0
1,5,70,0
1,5,71,0
1,5,72,0
1,5,73,0
1,5,74,0
1,5,75,0
1,5,76,0
1,5,77,0
1,5,78,0
1,5,79,0
1,5,80,0
1,5,81,0
1,5,82,0
1,5,83,0
1,5,84,0
1,5,85,0
1,5,86,0
1,5,87,0
1,5,88,0
1,5,89,0
1,5,90,0
1,5,91,0
1,5,92,0
1,5,93,0
1,5,94,0
1,5,95,0
1,5,96,0
1,5,97,0
1,5,98,0
1,5,99,0
1,6,0,1
1,6,1,0
1,6,2,0
1,6,3,1
1,6,4,1
1,6,5,1
1,6,6,1
1,6,7,0
1,6,8,1
1,6,9,1
1,6,10,1
1,6,11,0
1,6,12,1
1,6,13,1
1,6,14,1
1,6,15,1
1,6,16,0
1,6,17,1
1,6,18,0
1,6,19,1
1,6,20,0
1,6,21,1
1,6,22,0
1,6,23,0
1,6,24,1
1,6,25,0
1,6,26,1
1,6,27,0
1,6,28,1
1,6,29,1
1,6,30,0
1,6,31,1
1,6,32,1
1,6,33,0
1,6,34,0
1,6,35,0
1,6,36,1
1,6,37,0
1,6,38,1
1,6,39,0
1,6,40,1
1,6,41,1
1,6,42,0
1,6,43,1
1,6,44,1
1,6,45,0
1,6,46,0
1,6,47,0
1,6,48,1
1,6,49,0
1,6,50,0
1,6,51,1
1,6,52,1
1,6,53,0
1,6,54,0
1,6,55,1
1,6,56,1
1,6,57,0
1,6,58,1
1,6,59,0
1,6,60,1
1,6,61,1
1,6,62,0
1,6,63,1
1,6,64,1
1,6,65,1
1,6,66,0
1,6,67,1
1,6,68,0
1,6,69,1
1,6,70,0
1,6,71,0
1,6,72,1
1,6,73,1
1,6,74,0
1,6,75,1
1,6,76,1
1,6,77,0
1,6,78,1
1,6,79,0
1,6,80,1
1,6,81,0
1,6,82,0
1,6,83,1
1,6,84,1
1,6,85,0
1,6,86,1
1,6,87,0
1,6,88,0
1,6,89,0
1,6,90,0
1,6,91,0
1,6,92,0
1,6,93,1
1,6,94,1
1,6,95,1
1,6,96,0
1,6,97,0
1,6,98,1
1,6,99,1
1,7,0,2
1,7,1,3
1,7,2,8
1,7,3,3
1,7,4,2
1,7,5,2
1,7,6,6
1,7,7,6
1,7,8,4
1,7,9,7
1,7,10,5
1,7,11,4
1,7,12,2
1,7,13,7
1,7,14,3
1,7,15,5
1,7,16,8
1,7,17,2
1,7,18,8
1,7,19,6
1,7,20,2
1,7,21,6
1,7,22,8
1,7,23,5
1,7,24,6
1,7,25,1
1,7,26,8
1,7,27,3
1,7,28,1
1,7,29,7
1,7,30,8
1,7,31,6
1,7,32,1
1,7,33,1
1,7,34,5
1,7,35,3
1,7,36,7
1,7,37,7
1,7,38,8
1,7,39,6
1,7,40,7
1,7,41,3
1,7,42,2
1,7,43,7
1,7,44,3
1,7,45,4
1,7,46,6
1,7,47,5
1,7,48,4
1,7,49,4
1,7,50,2
1,7,51,5
1,7,52,3
1,7,53,6
1,7,54,6
1,7,55,1
1,7,56,8
1,7,57,7
1,7,58,3
1,7,59,1
1,7,60,4
1,7,61,3
1,7,62,5
1,7,63,6
1,7,64,7
1,7,65,1
1,7,66,6
1,7,67,3
1,7,68,8
1,7,69,7
1,7,70,5
1,7,71,5
1,7,72,2
1,7,73,3
1,7,74,2
1,7,75,4
1,7,76,2
1,7,77,5
1,7,78,5
1,7,79,2
1,7,80,3
1,7,81,1
1,7,82,5
1,7,83,6
1,7,84,5
1,7,85,7
1,7,86,3
1,7,87,5
1,7,88,3
1,7,89,2
1,7,90,3
1,7,91,1
1,7,92,8
1,7,93,6
1,7,94,2
1,7,95,7
1,7,96,3
1,7,97,7
1,7,98,4
1,7,99,7
1,8,0,4
1,8,1,5
1,8,2,5
1,8,3,2
1,8,4,5
1,8,5,8
1,8,6,6
1,8,7,10
1,8,8,4
1,8,9,5
1,8,10,5
1,8,11,7
1,8,12,3
1,8,13,3
1,8,14,11
1,8,15,5
1,8,16,7
1,8,17,2
1,8,18,3
1,8,19,2
1,8,20,10
1,8,21,2
1,8,22,7
1,8,23,3
1,8,24,4
1,8,25,10
1,8,26,8
1,8,27,11
1,8,28,8
1,8,29,1
1,8,30,6
1,8,31,2
1,8,32,5
1,8,33,6
1,8,34,7
1,8,35,4
1,8,36,7
1,8,37,5
1,8,38,7
1,8,39,3
1,8,40,3
1,8,41,9
1,8,42,5
1,8,43,8
1,8,44,7
1,8,45,11
1,8,46,10
1,8,47,6
1,8,48,3
1,8,49,8
1,8,50,8
1,8,51,9
1,8,52,11
1,8,53,9
1,8,54,8
1,8,55,8
1,8,56,4
1,8,57,8
1,8,58,10
1,8,59,11
1,8,60,11
1,8,61,7
1,8,62,4
1,8,63,5
1,8,64,12
1,8,65,7
1,8,66,10
1,8,67,8
1,8,68,7
1,8,69,5
1,8,70,7
1,8,71,1
1,8,72,10
1,8,73,7
1,8,74,2
1,8,75,10
1,8,76,3
1,8,77,2
1,8,78,6
1,8,79,11
1,8,80,2
1,8,81,2
1,8,82,10
1,8,83,10
1,8,84,10
1,8,85,6
1,8,86,6
1,8,87,5
1,8,88,7
1,8,89,9
1,8,90,9
1,8,91,8
1,8,92,7
1,8,93,6
1,8,94,5
1,8,95,4
1,8,96,4
1,8,97,8
1,8,98,9
1,8,99,8
1,9,0,31
1,9,1,28
1,9,2,78
1,9,3,97
1,9,4,12
1,9,5,33
1,9,6,81
1,9,7,74
1,9,8,33
1,9,9,60
1,9,10,63
1,9,11,74
1,9,12,52
1,9,13,47
1,9,14,38
1,9,15,32
1,9,16,19
1,9,17,68
1,9,18,70
1,9,19,71
1,9,20,11
1,9,21,50
1,9,22,22
1,9,23,57
1,9,24,97
1,9,25,55
1,9,26,44
1,9,27,83
1,9,28,96
1,9,29,36
1,9,30,82
1,9,31,99
1,9,32,21
1,9,33,58
1,9,34,83
1,9,35,44
1,9,36,50
1,9,37,77
1,9,38,20
1,9,39,43
1,9,40,61
1,9,41,32
1,9,42,85
1,9,43,78
1,9,44,96
1,9,45,57
1,9,46,20
1,9,47,93
1,9,48,84
1,9,49,59
1,9,50,85
1,9,51,89
1,9,52,79
1,9,53,61
1,9,54,65
1,9,55,85
1,9,56,66
1,9,57,29
1,9,58,72
1,9,59,58
1,9,60,34
1,9,61,11
1,9,62,32
1,9,63,70
1,9,64,88
1,9,65,84
1,9,66,21
1,9,67,17
1,9,68,78
1,9,69,36
1,9,70,35
1,9,71,11
1,9,72,20
1,9,73,23
1,9,74,25
1,9,75,50
1,9,76,83
1,9,77,82
1,9,78,91
1,9,79,50
1,9,80,73
1,9,81,54
1,9,82,15
1,9,83,18
1,9,84,33
1,9,85,97
1,9,86,72
1,9,87,35
1,9,88,73
1,9,89,69
1,9,90,15
1,9,91,43
1,9,92,79
1,9,93,18
1,9,94,89
1,9,95,93
1,9,96,86
1,9,97,21
1,9,98,61
1,9,99,73
1,10,0,172
1,10,1,37
1,10,2,160
1,10,3,68
1,10,4,122
1,10,5,143
1,10,6,153
1,10,7,71
1,10,8,124
1,10,9,70
1,10,10,191
1,10,11,159
1,10,12,91
1,10,13,170
1,10,14,145
1,10,15,179
1,10,16,50
1,10,17,71
1,10,18,37
1,10,19,75
1,10,20,86
1,10,21,129
1,10,22,101
1,10,23,143
1,10,24,67
1,10,25,51
1,10,26,85
1,10,27,95
1,10,28,93
1,10,29,176
1,10,30,67
1,10,31,81
1,10,32,58
1,10,33,84
1,10,34,87
1,10,35,119
1,10,36,68
1,10,37,65
1,10,38,143
1,10,39,176
1,10,40,42
1,10,41,52
1,10,42,44
1,10,43,137
1,10,44,57
1,10,45,124
1,10,46,55
1,10,47,160
1,10,48,75
1,10,49,135
1,10,50,46
1,10,51,73
1,10,52,72
1,10,53,129
1,10,54,137
1,10,55,165
1,10,56,52
1,10,57,150
1,10,58,142
1,10,59,116
1,10,60,131
1,10,61,36
1,10,62,46
1,10,63,92
1,10,64,142
1,10,65,50
1,10,66,87
1,10,67,106
1,10,68,180
1,10,69,31
1,10,70,162
1,10,71,188
1,10,72,67
1,10,73,172
1,10,74,70
1,10,75,157
1,10,76,99
1,10,77,123
1,10,78,61
1,10,79,138
1,10,80,46
1,10,81,116
1,10,82,105
1,10,83,163
1,10,84,103
1,10,85,154
1,10,86,89
1,10,87,73
1,10,88,155
1,10,89,92
1,10,90,105
1,10,91,119
1,10,92,160
1,10,93,120
1,10,94,90
1,10,95,48
1,10,96,140
